Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
117.00	15.690	20.730	0.048240	-4.7991	-4.7234	-32.336	46.583	70.576	1824.7	-0.054264	531.93	0.23397	liquid
118.00	15.690	20.693	0.048325	-4.7287	-4.6529	-31.736	46.457	70.535	1817.4	-0.054233	518.56	0.23304	liquid
119.00	15.690	20.657	0.048410	-4.6583	-4.5824	-31.141	46.330	70.493	1810.1	-0.054203	505.73	0.23211	liquid
120.00	15.690	20.620	0.048496	-4.5880	-4.5119	-30.551	46.205	70.450	1802.8	-0.054172	493.44	0.23117	liquid
121.00	15.690	20.583	0.048583	-4.5177	-4.4415	-29.967	46.080	70.407	1795.5	-0.054140	481.64	0.23023	liquid
122.00	15.690	20.547	0.048669	-4.4475	-4.3711	-29.387	45.957	70.364	1788.3	-0.054108	470.32	0.22929	liquid
123.00	15.690	20.510	0.048756	-4.3772	-4.3007	-28.813	45.836	70.321	1780.9	-0.054073	459.44	0.22834	liquid
124.00	15.690	20.473	0.048844	-4.3071	-4.2304	-28.244	45.716	70.280	1773.6	-0.054036	448.97	0.22739	liquid
125.00	15.690	20.437	0.048932	-4.2370	-4.1602	-27.680	45.597	70.239	1766.3	-0.053998	438.91	0.22644	liquid
126.00	15.690	20.400	0.049020	-4.1669	-4.0900	-27.120	45.481	70.200	1759.0	-0.053956	429.23	0.22549	liquid
127.00	15.690	20.363	0.049109	-4.0968	-4.0198	-26.565	45.367	70.163	1751.7	-0.053912	419.91	0.22453	liquid
128.00	15.690	20.326	0.049198	-4.0268	-3.9496	-26.015	45.256	70.128	1744.4	-0.053864	410.92	0.22357	liquid
129.00	15.690	20.289	0.049287	-3.9569	-3.8795	-25.470	45.146	70.094	1737.0	-0.053814	402.26	0.22261	liquid
130.00	15.690	20.252	0.049377	-3.8869	-3.8095	-24.928	45.040	70.064	1729.7	-0.053760	393.91	0.22164	liquid
131.00	15.690	20.215	0.049467	-3.8170	-3.7394	-24.392	44.935	70.035	1722.4	-0.053702	385.85	0.22068	liquid
132.00	15.690	20.178	0.049558	-3.7471	-3.6694	-23.859	44.833	70.010	1715.0	-0.053641	378.06	0.21971	liquid
133.00	15.690	20.141	0.049649	-3.6773	-3.5994	-23.331	44.734	69.986	1707.7	-0.053576	370.54	0.21874	liquid
134.00	15.690	20.104	0.049741	-3.6074	-3.5294	-22.807	44.638	69.966	1700.3	-0.053506	363.28	0.21777	liquid
135.00	15.690	20.067	0.049833	-3.5376	-3.4594	-22.286	44.544	69.949	1693.0	-0.053433	356.25	0.21679	liquid
136.00	15.690	20.030	0.049925	-3.4678	-3.3895	-21.770	44.453	69.934	1685.6	-0.053356	349.45	0.21582	liquid
137.00	15.690	19.993	0.050018	-3.3981	-3.3196	-21.258	44.364	69.922	1678.3	-0.053274	342.87	0.21484	liquid
138.00	15.690	19.955	0.050112	-3.3283	-3.2497	-20.750	44.278	69.914	1670.9	-0.053188	336.50	0.21386	liquid
139.00	15.690	19.918	0.050206	-3.2585	-3.1798	-20.245	44.195	69.908	1663.6	-0.053098	330.33	0.21289	liquid
140.00	15.690	19.881	0.050300	-3.1888	-3.1098	-19.744	44.115	69.906	1656.2	-0.053003	324.35	0.21191	liquid
141.00	15.690	19.843	0.050395	-3.1190	-3.0399	-19.246	44.037	69.906	1648.8	-0.052903	318.54	0.21092	liquid
142.00	15.690	19.806	0.050490	-3.0492	-2.9700	-18.752	43.961	69.910	1641.5	-0.052800	312.92	0.20994	liquid
143.00	15.690	19.768	0.050586	-2.9795	-2.9001	-18.261	43.889	69.916	1634.1	-0.052691	307.46	0.20896	liquid
144.00	15.690	19.731	0.050682	-2.9097	-2.8302	-17.774	43.819	69.926	1626.7	-0.052578	302.15	0.20798	liquid
145.00	15.690	19.693	0.050779	-2.8399	-2.7603	-17.290	43.751	69.939	1619.4	-0.052461	297.00	0.20699	liquid
146.00	15.690	19.655	0.050877	-2.7701	-2.6903	-16.809	43.686	69.955	1612.0	-0.052338	292.00	0.20601	liquid
147.00	15.690	19.618	0.050975	-2.7003	-2.6204	-16.332	43.623	69.974	1604.6	-0.052211	287.14	0.20502	liquid
148.00	15.690	19.580	0.051073	-2.6305	-2.5504	-15.857	43.563	69.996	1597.2	-0.052080	282.41	0.20404	liquid
149.00	15.690	19.542	0.051172	-2.5607	-2.4804	-15.386	43.506	70.021	1589.8	-0.051943	277.80	0.20305	liquid
150.00	15.690	19.504	0.051272	-2.4908	-2.4103	-14.918	43.450	70.048	1582.4	-0.051802	273.33	0.20207	liquid
151.00	15.690	19.466	0.051372	-2.4209	-2.3403	-14.452	43.397	70.079	1575.0	-0.051657	268.97	0.20108	liquid
152.00	15.690	19.428	0.051473	-2.3509	-2.2702	-13.989	43.347	70.113	1567.6	-0.051506	264.72	0.20010	liquid
153.00	15.690	19.390	0.051574	-2.2810	-2.2000	-13.529	43.298	70.150	1560.2	-0.051351	260.59	0.19911	liquid
154.00	15.690	19.351	0.051676	-2.2109	-2.1299	-13.072	43.252	70.189	1552.8	-0.051191	256.56	0.19812	liquid
155.00	15.690	19.313	0.051779	-2.1409	-2.0597	-12.618	43.208	70.232	1545.4	-0.051026	252.63	0.19714	liquid
156.00	15.690	19.275	0.051882	-2.0708	-1.9894	-12.166	43.166	70.277	1538.0	-0.050856	248.79	0.19615	liquid
157.00	15.690	19.236	0.051986	-2.0007	-1.9191	-11.717	43.127	70.325	1530.6	-0.050681	245.05	0.19517	liquid
158.00	15.690	19.198	0.052090	-1.9305	-1.8488	-11.270	43.089	70.376	1523.2	-0.050502	241.41	0.19418	liquid
159.00	15.690	19.159	0.052195	-1.8602	-1.7783	-10.826	43.054	70.430	1515.8	-0.050318	237.84	0.19320	liquid
160.00	15.690	19.120	0.052301	-1.7899	-1.7079	-10.384	43.020	70.486	1508.4	-0.050129	234.37	0.19221	liquid
161.00	15.690	19.081	0.052407	-1.7196	-1.6374	-9.9449	42.989	70.545	1501.0	-0.049934	230.97	0.19123	liquid
162.00	15.690	19.042	0.052514	-1.6492	-1.5668	-9.5079	42.959	70.607	1493.5	-0.049735	227.65	0.19025	liquid
163.00	15.690	19.003	0.052622	-1.5787	-1.4962	-9.0732	42.931	70.672	1486.1	-0.049531	224.41	0.18927	liquid
164.00	15.690	18.964	0.052730	-1.5082	-1.4255	-8.6407	42.905	70.739	1478.7	-0.049322	221.23	0.18828	liquid
165.00	15.690	18.925	0.052840	-1.4376	-1.3547	-8.2105	42.881	70.809	1471.2	-0.049108	218.13	0.18730	liquid
166.00	15.690	18.886	0.052949	-1.3669	-1.2838	-7.7824	42.859	70.881	1463.8	-0.048889	215.10	0.18632	liquid
167.00	15.690	18.847	0.053060	-1.2962	-1.2129	-7.3565	42.839	70.956	1456.4	-0.048665	212.13	0.18534	liquid
168.00	15.690	18.807	0.053171	-1.2253	-1.1419	-6.9327	42.820	71.034	1448.9	-0.048436	209.22	0.18436	liquid
169.00	15.690	18.768	0.053283	-1.1545	-1.0708	-6.5109	42.804	71.114	1441.5	-0.048202	206.38	0.18340	liquid
170.00	15.690	18.728	0.053396	-1.0835	-0.99969	-6.0911	42.788	71.196	1434.0	-0.047962	203.59	0.18243	liquid
171.00	15.690	18.688	0.053510	-1.0124	-0.92845	-5.6732	42.775	71.282	1426.5	-0.047717	200.86	0.18146	liquid
172.00	15.690	18.648	0.053624	-0.94127	-0.85713	-5.2573	42.763	71.369	1419.1	-0.047467	198.19	0.18049	liquid
173.00	15.690	18.608	0.053740	-0.87003	-0.78572	-4.8433	42.753	71.460	1411.6	-0.047212	195.57	0.17952	liquid
174.00	15.690	18.568	0.053856	-0.79871	-0.71421	-4.4312	42.744	71.553	1404.1	-0.046951	193.00	0.17855	liquid
175.00	15.690	18.528	0.053972	-0.72729	-0.64261	-4.0209	42.737	71.648	1396.7	-0.046685	190.48	0.17758	liquid
176.00	15.690	18.488	0.054090	-0.65578	-0.57091	-3.6124	42.731	71.746	1389.2	-0.046413	188.01	0.17661	liquid
177.00	15.690	18.447	0.054209	-0.58417	-0.49912	-3.2056	42.727	71.846	1381.7	-0.046135	185.58	0.17565	liquid
178.00	15.690	18.407	0.054328	-0.51246	-0.42722	-2.8005	42.725	71.949	1374.2	-0.045852	183.21	0.17468	liquid
179.00	15.690	18.366	0.054448	-0.44065	-0.35522	-2.3972	42.724	72.054	1366.7	-0.045564	180.87	0.17372	liquid
180.00	15.690	18.325	0.054570	-0.36873	-0.28311	-1.9955	42.724	72.162	1359.2	-0.045269	178.58	0.17276	liquid
181.00	15.690	18.284	0.054692	-0.29671	-0.21090	-1.5954	42.726	72.272	1351.7	-0.044969	176.33	0.17180	liquid
182.00	15.690	18.243	0.054815	-0.22457	-0.13857	-1.1969	42.729	72.385	1344.2	-0.044662	174.12	0.17084	liquid
183.00	15.690	18.202	0.054939	-0.15232	-0.066125	-0.79992	42.734	72.500	1336.7	-0.044350	171.95	0.16988	liquid
184.00	15.690	18.161	0.055064	-0.079962	0.0064330	-0.40450	42.740	72.618	1329.2	-0.044031	169.82	0.16892	liquid
185.00	15.690	18.119	0.055190	-0.0074825	0.079110	-0.010584	42.747	72.738	1321.6	-0.043706	167.73	0.16797	liquid
186.00	15.690	18.078	0.055317	0.065117	0.15191	0.38186	42.755	72.861	1314.1	-0.043375	165.67	0.16702	liquid
187.00	15.690	18.036	0.055445	0.13784	0.22483	0.77287	42.765	72.986	1306.6	-0.043038	163.64	0.16607	liquid
188.00	15.690	17.994	0.055574	0.21069	0.29788	1.1625	42.777	73.114	1299.0	-0.042694	161.65	0.16512	liquid
189.00	15.690	17.952	0.055704	0.28366	0.37106	1.5507	42.789	73.245	1291.4	-0.042343	159.69	0.16417	liquid
190.00	15.690	17.910	0.055835	0.35677	0.44437	1.9376	42.803	73.378	1283.9	-0.041985	157.77	0.16322	liquid
191.00	15.690	17.868	0.055967	0.43000	0.51782	2.3231	42.818	73.513	1276.3	-0.041621	155.87	0.16228	liquid
192.00	15.690	17.825	0.056101	0.50338	0.59140	2.7073	42.834	73.652	1268.7	-0.041249	154.01	0.16133	liquid
193.00	15.690	17.782	0.056235	0.57689	0.66512	3.0903	42.852	73.793	1261.2	-0.040870	152.17	0.16039	liquid
194.00	15.690	17.740	0.056371	0.65054	0.73899	3.4720	42.871	73.937	1253.6	-0.040484	150.36	0.15945	liquid
195.00	15.690	17.697	0.056508	0.72434	0.81300	3.8526	42.891	74.083	1246.0	-0.040090	148.58	0.15852	liquid
196.00	15.690	17.653	0.056646	0.79828	0.88715	4.2319	42.912	74.233	1238.4	-0.039689	146.83	0.15758	liquid
197.00	15.690	17.610	0.056785	0.87237	0.96146	4.6100	42.934	74.385	1230.7	-0.039279	145.11	0.15665	liquid
198.00	15.690	17.567	0.056926	0.94661	1.0359	4.9871	42.958	74.540	1223.1	-0.038862	143.41	0.15571	liquid
199.00	15.690	17.523	0.057068	1.0210	1.1105	5.3630	42.983	74.698	1215.5	-0.038437	141.73	0.15478	liquid
200.00	15.690	17.479	0.057211	1.0956	1.1853	5.7378	43.008	74.859	1207.8	-0.038003	140.08	0.15385	liquid
201.00	15.690	17.435	0.057355	1.1703	1.2603	6.1116	43.035	75.023	1200.2	-0.037560	138.46	0.15293	liquid
202.00	15.690	17.391	0.057501	1.2451	1.3354	6.4843	43.064	75.190	1192.5	-0.037109	136.85	0.15200	liquid
203.00	15.690	17.347	0.057648	1.3202	1.4106	6.8560	43.093	75.360	1184.8	-0.036648	135.27	0.15108	liquid
204.00	15.690	17.302	0.057797	1.3954	1.4861	7.2268	43.123	75.533	1177.1	-0.036178	133.71	0.15016	liquid
205.00	15.690	17.257	0.057947	1.4708	1.5617	7.5966	43.155	75.709	1169.4	-0.035699	132.18	0.14924	liquid
206.00	15.690	17.212	0.058099	1.5464	1.6375	7.9654	43.187	75.889	1161.7	-0.035210	130.66	0.14832	liquid
207.00	15.690	17.167	0.058252	1.6221	1.7135	8.3334	43.221	76.072	1154.0	-0.034711	129.16	0.14741	liquid
208.00	15.690	17.121	0.058407	1.6980	1.7897	8.7004	43.256	76.259	1146.3	-0.034201	127.69	0.14649	liquid
209.00	15.690	17.076	0.058563	1.7741	1.8660	9.0666	43.292	76.449	1138.5	-0.033681	126.23	0.14558	liquid
210.00	15.690	17.030	0.058721	1.8504	1.9426	9.4320	43.329	76.642	1130.7	-0.033150	124.79	0.14467	liquid
211.00	15.690	16.984	0.058880	1.9269	2.0193	9.7966	43.367	76.839	1123.0	-0.032607	123.38	0.14376	liquid
212.00	15.690	16.937	0.059041	2.0036	2.0962	10.160	43.406	77.040	1115.2	-0.032053	121.97	0.14286	liquid
213.00	15.690	16.891	0.059204	2.0805	2.1734	10.523	43.446	77.245	1107.4	-0.031487	120.59	0.14195	liquid
214.00	15.690	16.844	0.059369	2.1576	2.2507	10.886	43.487	77.454	1099.5	-0.030909	119.22	0.14105	liquid
215.00	15.690	16.797	0.059535	2.2349	2.3283	11.247	43.530	77.667	1091.7	-0.030318	117.87	0.14015	liquid
216.00	15.690	16.749	0.059703	2.3124	2.4061	11.608	43.573	77.884	1083.8	-0.029713	116.54	0.13925	liquid
217.00	15.690	16.702	0.059874	2.3901	2.4841	11.968	43.618	78.106	1076.0	-0.029095	115.22	0.13835	liquid
218.00	15.690	16.654	0.060046	2.4681	2.5623	12.328	43.663	78.332	1068.1	-0.028464	113.92	0.13746	liquid
219.00	15.690	16.606	0.060220	2.5462	2.6407	12.687	43.710	78.562	1060.2	-0.027817	112.64	0.13657	liquid
220.00	15.690	16.557	0.060396	2.6246	2.7194	13.046	43.758	78.797	1052.2	-0.027156	111.36	0.13568	liquid
221.00	15.690	16.509	0.060575	2.7033	2.7983	13.403	43.806	79.037	1044.3	-0.026479	110.11	0.13479	liquid
222.00	15.690	16.460	0.060755	2.7822	2.8775	13.761	43.856	79.282	1036.3	-0.025786	108.86	0.13390	liquid
223.00	15.690	16.410	0.060938	2.8613	2.9569	14.118	43.907	79.533	1028.3	-0.025076	107.63	0.13301	liquid
224.00	15.690	16.361	0.061123	2.9406	3.0365	14.474	43.959	79.788	1020.3	-0.024349	106.42	0.13213	liquid
225.00	15.690	16.311	0.061310	3.0203	3.1165	14.830	44.012	80.049	1012.3	-0.023605	105.21	0.13125	liquid
226.00	15.690	16.260	0.061500	3.1002	3.1966	15.186	44.066	80.316	1004.2	-0.022841	104.02	0.13037	liquid
227.00	15.690	16.210	0.061692	3.1803	3.2771	15.541	44.122	80.589	996.16	-0.022058	102.85	0.12949	liquid
228.00	15.690	16.159	0.061887	3.2607	3.3578	15.896	44.178	80.869	988.05	-0.021255	101.68	0.12861	liquid
229.00	15.690	16.107	0.062084	3.3414	3.4388	16.250	44.235	81.154	979.91	-0.020431	100.53	0.12773	liquid
230.00	15.690	16.055	0.062284	3.4224	3.5201	16.604	44.294	81.447	971.75	-0.019586	99.384	0.12686	liquid
231.00	15.690	16.003	0.062487	3.5037	3.6017	16.958	44.353	81.746	963.56	-0.018717	98.253	0.12598	liquid
232.00	15.690	15.951	0.062693	3.5853	3.6836	17.312	44.414	82.053	955.33	-0.017825	97.132	0.12511	liquid
233.00	15.690	15.898	0.062901	3.6671	3.7658	17.666	44.476	82.367	947.08	-0.016908	96.023	0.12424	liquid
234.00	15.690	15.845	0.063113	3.7493	3.8484	18.019	44.539	82.690	938.79	-0.015966	94.923	0.12337	liquid
235.00	15.690	15.791	0.063328	3.8319	3.9312	18.373	44.603	83.020	930.47	-0.014996	93.834	0.12251	liquid
236.00	15.690	15.737	0.063546	3.9147	4.0144	18.726	44.668	83.359	922.12	-0.013999	92.755	0.12164	liquid
237.00	15.690	15.682	0.063768	3.9979	4.0979	19.079	44.735	83.708	913.73	-0.012971	91.685	0.12077	liquid
238.00	15.690	15.627	0.063993	4.0814	4.1818	19.432	44.803	84.066	905.30	-0.011913	90.624	0.11991	liquid
239.00	15.690	15.571	0.064221	4.1653	4.2661	19.785	44.872	84.434	896.83	-0.010823	89.572	0.11904	liquid
240.00	15.690	15.515	0.064454	4.2496	4.3507	20.139	44.942	84.813	888.31	-0.0096980	88.529	0.11818	liquid
241.00	15.690	15.458	0.064690	4.3342	4.4357	20.492	45.013	85.203	879.76	-0.0085375	87.494	0.11732	liquid
242.00	15.690	15.401	0.064930	4.4192	4.5211	20.846	45.086	85.604	871.16	-0.0073394	86.467	0.11646	liquid
243.00	15.690	15.343	0.065175	4.5047	4.6069	21.200	45.160	86.018	862.51	-0.0061016	85.448	0.11560	liquid
244.00	15.690	15.285	0.065424	4.5905	4.6932	21.554	45.235	86.446	853.81	-0.0048220	84.437	0.11474	liquid
245.00	15.690	15.226	0.065677	4.6768	4.7798	21.908	45.312	86.887	845.05	-0.0034983	83.433	0.11388	liquid
246.00	15.690	15.166	0.065935	4.7635	4.8669	22.263	45.390	87.342	836.25	-0.0021279	82.435	0.11302	liquid
247.00	15.690	15.106	0.066198	4.8506	4.9545	22.618	45.469	87.814	827.38	-0.00070811	81.445	0.11216	liquid
248.00	15.690	15.045	0.066466	4.9383	5.0426	22.974	45.550	88.302	818.46	0.00076396	80.460	0.11130	liquid
249.00	15.690	14.984	0.066739	5.0264	5.1311	23.331	45.632	88.808	809.47	0.0022916	79.482	0.11044	liquid
250.00	15.690	14.921	0.067018	5.1150	5.2202	23.688	45.716	89.333	800.41	0.0038781	78.509	0.10958	liquid
251.00	15.690	14.858	0.067303	5.2042	5.3098	24.045	45.802	89.878	791.28	0.0055275	77.542	0.10872	liquid
252.00	15.690	14.794	0.067594	5.2939	5.4000	24.404	45.889	90.445	782.08	0.0072439	76.580	0.10786	liquid
253.00	15.690	14.729	0.067892	5.3842	5.4907	24.763	45.978	91.036	772.80	0.0090317	75.622	0.10700	liquid
254.00	15.690	14.664	0.068196	5.4750	5.5820	25.123	46.068	91.652	763.43	0.010896	74.669	0.10614	liquid
255.00	15.690	14.597	0.068508	5.5665	5.6740	25.485	46.161	92.295	753.98	0.012843	73.720	0.10527	liquid
256.00	15.690	14.529	0.068827	5.6586	5.7666	25.847	46.255	92.968	744.44	0.014877	72.774	0.10441	liquid
256.73	15.690	14.479	0.069064	5.7262	5.8346	26.112	46.325	93.478	737.42	0.016420	72.087	0.10377	liquid
256.73	15.690	0.95910	1.0426	14.820	16.456	67.483	46.010	72.102	245.16	2.0390	8.6946	0.019320	vapor
257.00	15.690	0.95667	1.0453	14.835	16.475	67.559	45.955	71.839	245.51	2.0302	8.7014	0.019330	vapor
258.00	15.690	0.94791	1.0549	14.891	16.546	67.836	45.771	70.929	246.79	1.9982	8.7267	0.019373	vapor
259.00	15.690	0.93945	1.0645	14.947	16.617	68.109	45.610	70.102	248.04	1.9673	8.7521	0.019419	vapor
260.00	15.690	0.93125	1.0738	15.002	16.687	68.378	45.471	69.349	249.27	1.9373	8.7778	0.019469	vapor
261.00	15.690	0.92331	1.0831	15.056	16.756	68.642	45.350	68.661	250.47	1.9083	8.8036	0.019523	vapor
262.00	15.690	0.91561	1.0922	15.110	16.824	68.904	45.247	68.032	251.64	1.8801	8.8296	0.019579	vapor
263.00	15.690	0.90813	1.1012	15.164	16.892	69.162	45.159	67.455	252.79	1.8528	8.8557	0.019639	vapor
264.00	15.690	0.90086	1.1100	15.217	16.959	69.417	45.085	66.924	253.92	1.8262	8.8820	0.019701	vapor
265.00	15.690	0.89379	1.1188	15.270	17.026	69.669	45.024	66.437	255.03	1.8004	8.9083	0.019766	vapor
266.00	15.690	0.88690	1.1275	15.323	17.092	69.918	44.974	65.987	256.12	1.7754	8.9348	0.019833	vapor
267.00	15.690	0.88019	1.1361	15.375	17.158	70.165	44.935	65.572	257.19	1.7509	8.9614	0.019902	vapor
268.00	15.690	0.87364	1.1446	15.427	17.223	70.409	44.906	65.189	258.25	1.7272	8.9880	0.019974	vapor
269.00	15.690	0.86726	1.1531	15.479	17.288	70.652	44.885	64.834	259.28	1.7040	9.0148	0.020047	vapor
270.00	15.690	0.86102	1.1614	15.530	17.353	70.892	44.873	64.506	260.31	1.6814	9.0416	0.020122	vapor
271.00	15.690	0.85492	1.1697	15.582	17.417	71.129	44.868	64.202	261.31	1.6594	9.0685	0.020199	vapor
272.00	15.690	0.84896	1.1779	15.633	17.481	71.365	44.870	63.920	262.31	1.6380	9.0954	0.020278	vapor
273.00	15.690	0.84313	1.1861	15.684	17.545	71.599	44.878	63.659	263.29	1.6170	9.1225	0.020359	vapor
274.00	15.690	0.83742	1.1941	15.735	17.608	71.832	44.892	63.416	264.26	1.5965	9.1495	0.020441	vapor
275.00	15.690	0.83183	1.2022	15.786	17.672	72.062	44.911	63.191	265.21	1.5765	9.1767	0.020524	vapor
276.00	15.690	0.82635	1.2101	15.836	17.735	72.291	44.936	62.982	266.15	1.5570	9.2039	0.020609	vapor
277.00	15.690	0.82099	1.2180	15.887	17.798	72.519	44.965	62.789	267.09	1.5379	9.2311	0.020695	vapor
278.00	15.690	0.81573	1.2259	15.937	17.860	72.745	44.998	62.609	268.01	1.5192	9.2583	0.020783	vapor
279.00	15.690	0.81056	1.2337	15.987	17.923	72.969	45.036	62.442	268.92	1.5009	9.2857	0.020872	vapor
280.00	15.690	0.80550	1.2415	16.037	17.985	73.192	45.077	62.288	269.82	1.4830	9.3130	0.020962	vapor
281.00	15.690	0.80053	1.2492	16.088	18.047	73.414	45.122	62.145	270.71	1.4655	9.3404	0.021053	vapor
282.00	15.690	0.79565	1.2568	16.138	18.110	73.635	45.170	62.012	271.59	1.4483	9.3678	0.021146	vapor
283.00	15.690	0.79085	1.2645	16.188	18.172	73.854	45.222	61.890	272.46	1.4315	9.3952	0.021239	vapor
284.00	15.690	0.78614	1.2720	16.238	18.233	74.072	45.276	61.777	273.32	1.4150	9.4227	0.021334	vapor
285.00	15.690	0.78151	1.2796	16.287	18.295	74.289	45.333	61.673	274.18	1.3988	9.4501	0.021430	vapor
286.00	15.690	0.77696	1.2871	16.337	18.357	74.505	45.392	61.578	275.02	1.3829	9.4776	0.021527	vapor
287.00	15.690	0.77248	1.2945	16.387	18.418	74.720	45.454	61.490	275.86	1.3674	9.5052	0.021625	vapor
288.00	15.690	0.76808	1.3020	16.437	18.480	74.933	45.519	61.410	276.69	1.3521	9.5327	0.021724	vapor
289.00	15.690	0.76375	1.3093	16.487	18.541	75.146	45.585	61.337	277.51	1.3371	9.5603	0.021824	vapor
290.00	15.690	0.75948	1.3167	16.536	18.602	75.358	45.654	61.271	278.32	1.3224	9.5878	0.021924	vapor
291.00	15.690	0.75528	1.3240	16.586	18.664	75.569	45.724	61.211	279.13	1.3080	9.6154	0.022026	vapor
292.00	15.690	0.75115	1.3313	16.636	18.725	75.779	45.797	61.157	279.93	1.2938	9.6430	0.022129	vapor
293.00	15.690	0.74708	1.3385	16.686	18.786	75.988	45.871	61.109	280.73	1.2798	9.6706	0.022233	vapor
294.00	15.690	0.74307	1.3458	16.735	18.847	76.196	45.947	61.066	281.51	1.2661	9.6982	0.022337	vapor
295.00	15.690	0.73912	1.3530	16.785	18.908	76.403	46.024	61.029	282.29	1.2527	9.7258	0.022443	vapor
296.00	15.690	0.73523	1.3601	16.835	18.969	76.610	46.103	60.996	283.07	1.2395	9.7535	0.022549	vapor
297.00	15.690	0.73139	1.3673	16.885	19.030	76.815	46.184	60.969	283.83	1.2264	9.7811	0.022656	vapor
298.00	15.690	0.72761	1.3744	16.935	19.091	77.020	46.266	60.946	284.60	1.2137	9.8087	0.022764	vapor
299.00	15.690	0.72388	1.3814	16.984	19.152	77.224	46.349	60.927	285.35	1.2011	9.8364	0.022873	vapor
300.00	15.690	0.72020	1.3885	17.034	19.213	77.428	46.434	60.913	286.10	1.1887	9.8640	0.022983	vapor
301.00	15.690	0.71657	1.3955	17.084	19.274	77.630	46.520	60.902	286.85	1.1765	9.8917	0.023093	vapor
