Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
216.00	106.42	41.953	0.023836	1.4017	1.6554	6.8338	49.734	72.969	1968.2	-0.021753	388.74	0.75974	liquid
217.00	106.42	41.888	0.023873	1.4744	1.7284	7.1710	49.697	73.062	1961.0	-0.021651	382.01	0.75632	liquid
218.00	106.42	41.823	0.023910	1.5471	1.8015	7.5071	49.660	73.155	1953.8	-0.021550	375.45	0.75291	liquid
219.00	106.42	41.758	0.023948	1.6199	1.8747	7.8422	49.624	73.247	1946.6	-0.021448	369.08	0.74950	liquid
220.00	106.42	41.692	0.023985	1.6928	1.9480	8.1761	49.588	73.338	1939.4	-0.021346	362.89	0.74610	liquid
221.00	106.42	41.626	0.024023	1.7658	2.0214	8.5089	49.553	73.430	1932.3	-0.021244	356.86	0.74270	liquid
222.00	106.42	41.560	0.024062	1.8388	2.0949	8.8406	49.517	73.520	1925.3	-0.021142	350.99	0.73930	liquid
223.00	106.42	41.493	0.024100	1.9120	2.1684	9.1712	49.482	73.610	1918.2	-0.021040	345.28	0.73591	liquid
224.00	106.42	41.427	0.024139	1.9852	2.2421	9.5008	49.448	73.699	1911.3	-0.020937	339.72	0.73253	liquid
225.00	106.42	41.360	0.024178	2.0585	2.3158	9.8292	49.413	73.787	1904.3	-0.020835	334.30	0.72915	liquid
226.00	106.42	41.293	0.024217	2.1320	2.3897	10.157	49.379	73.875	1897.3	-0.020732	329.03	0.72577	liquid
227.00	106.42	41.226	0.024257	2.2055	2.4636	10.483	49.345	73.962	1890.4	-0.020630	323.89	0.72240	liquid
228.00	106.42	41.158	0.024297	2.2790	2.5376	10.808	49.311	74.049	1883.5	-0.020527	318.88	0.71904	liquid
229.00	106.42	41.090	0.024337	2.3527	2.6117	11.133	49.278	74.134	1876.7	-0.020424	314.00	0.71568	liquid
230.00	106.42	41.023	0.024377	2.4265	2.6859	11.456	49.245	74.219	1869.8	-0.020320	309.24	0.71233	liquid
231.00	106.42	40.954	0.024417	2.5003	2.7601	11.778	49.212	74.304	1863.0	-0.020217	304.61	0.70899	liquid
232.00	106.42	40.886	0.024458	2.5742	2.8345	12.099	49.179	74.387	1856.2	-0.020113	300.08	0.70565	liquid
233.00	106.42	40.818	0.024499	2.6482	2.9089	12.419	49.146	74.470	1849.4	-0.020009	295.67	0.70232	liquid
234.00	106.42	40.749	0.024541	2.7223	2.9834	12.738	49.113	74.552	1842.6	-0.019905	291.36	0.69899	liquid
235.00	106.42	40.680	0.024582	2.7964	3.0580	13.056	49.081	74.634	1835.8	-0.019800	287.16	0.69568	liquid
236.00	106.42	40.611	0.024624	2.8706	3.1327	13.374	49.049	74.714	1829.1	-0.019695	283.05	0.69237	liquid
237.00	106.42	40.541	0.024666	2.9449	3.2074	13.690	49.017	74.795	1822.4	-0.019590	279.05	0.68906	liquid
238.00	106.42	40.472	0.024709	3.0193	3.2823	14.005	48.985	74.874	1815.6	-0.019484	275.14	0.68577	liquid
239.00	106.42	40.402	0.024751	3.0938	3.3572	14.319	48.953	74.953	1808.9	-0.019378	271.31	0.68248	liquid
240.00	106.42	40.332	0.024794	3.1683	3.4322	14.632	48.921	75.031	1802.2	-0.019271	267.58	0.67920	liquid
241.00	106.42	40.262	0.024837	3.2429	3.5072	14.944	48.890	75.109	1795.5	-0.019164	263.93	0.67592	liquid
242.00	106.42	40.192	0.024881	3.3176	3.5824	15.255	48.858	75.186	1788.8	-0.019056	260.36	0.67266	liquid
243.00	106.42	40.121	0.024925	3.3924	3.6576	15.565	48.827	75.262	1782.1	-0.018947	256.88	0.66940	liquid
244.00	106.42	40.050	0.024969	3.4672	3.7329	15.875	48.796	75.338	1775.4	-0.018839	253.47	0.66615	liquid
245.00	106.42	39.979	0.025013	3.5421	3.8083	16.183	48.765	75.414	1768.8	-0.018729	250.13	0.66291	liquid
246.00	106.42	39.908	0.025057	3.6171	3.8837	16.490	48.734	75.489	1762.1	-0.018619	246.87	0.65967	liquid
247.00	106.42	39.837	0.025102	3.6921	3.9593	16.797	48.703	75.563	1755.4	-0.018508	243.68	0.65645	liquid
248.00	106.42	39.765	0.025147	3.7673	4.0349	17.102	48.672	75.637	1748.8	-0.018396	240.56	0.65323	liquid
249.00	106.42	39.694	0.025193	3.8424	4.1105	17.407	48.641	75.711	1742.1	-0.018283	237.50	0.65002	liquid
250.00	106.42	39.622	0.025239	3.9177	4.1863	17.710	48.610	75.784	1735.5	-0.018170	234.51	0.64682	liquid
251.00	106.42	39.550	0.025285	3.9930	4.2621	18.013	48.579	75.857	1728.8	-0.018056	231.57	0.64363	liquid
252.00	106.42	39.477	0.025331	4.0684	4.3380	18.315	48.549	75.930	1722.2	-0.017941	228.70	0.64044	liquid
253.00	106.42	39.405	0.025378	4.1439	4.4140	18.616	48.518	76.003	1715.5	-0.017824	225.89	0.63727	liquid
254.00	106.42	39.332	0.025424	4.2194	4.4900	18.916	48.488	76.075	1708.9	-0.017707	223.13	0.63410	liquid
255.00	106.42	39.259	0.025472	4.2951	4.5661	19.215	48.457	76.147	1702.2	-0.017589	220.43	0.63094	liquid
256.00	106.42	39.186	0.025519	4.3707	4.6423	19.513	48.427	76.219	1695.6	-0.017470	217.78	0.62779	liquid
257.00	106.42	39.113	0.025567	4.4465	4.7186	19.810	48.397	76.291	1689.0	-0.017349	215.19	0.62465	liquid
258.00	106.42	39.039	0.025615	4.5223	4.7949	20.106	48.367	76.362	1682.3	-0.017228	212.64	0.62152	liquid
259.00	106.42	38.966	0.025664	4.5982	4.8713	20.402	48.336	76.434	1675.7	-0.017105	210.14	0.61839	liquid
260.00	106.42	38.892	0.025712	4.6741	4.9478	20.697	48.306	76.506	1669.0	-0.016981	207.69	0.61528	liquid
261.00	106.42	38.818	0.025761	4.7501	5.0243	20.990	48.276	76.577	1662.4	-0.016856	205.29	0.61217	liquid
262.00	106.42	38.743	0.025811	4.8262	5.1009	21.283	48.246	76.649	1655.7	-0.016729	202.93	0.60907	liquid
263.00	106.42	38.669	0.025861	4.9024	5.1776	21.576	48.216	76.721	1649.1	-0.016601	200.61	0.60599	liquid
264.00	106.42	38.594	0.025911	4.9786	5.2544	21.867	48.186	76.793	1642.4	-0.016471	198.33	0.60290	liquid
265.00	106.42	38.519	0.025961	5.0549	5.3312	22.157	48.156	76.865	1635.7	-0.016340	196.10	0.59983	liquid
266.00	106.42	38.444	0.026012	5.1313	5.4081	22.447	48.127	76.937	1629.1	-0.016207	193.91	0.59677	liquid
267.00	106.42	38.369	0.026063	5.2077	5.4851	22.736	48.097	77.010	1622.4	-0.016072	191.75	0.59372	liquid
268.00	106.42	38.293	0.026114	5.2842	5.5621	23.024	48.067	77.083	1615.7	-0.015936	189.64	0.59067	liquid
269.00	106.42	38.217	0.026166	5.3608	5.6392	23.311	48.038	77.156	1609.1	-0.015799	187.55	0.58763	liquid
270.00	106.42	38.141	0.026218	5.4374	5.7164	23.598	48.008	77.229	1602.4	-0.015659	185.51	0.58461	liquid
271.00	106.42	38.065	0.026271	5.5141	5.7937	23.883	47.979	77.303	1595.7	-0.015517	183.50	0.58159	liquid
272.00	106.42	37.989	0.026324	5.5909	5.8710	24.168	47.950	77.378	1589.0	-0.015374	181.52	0.57858	liquid
273.00	106.42	37.912	0.026377	5.6677	5.9484	24.452	47.920	77.453	1582.3	-0.015229	179.58	0.57557	liquid
274.00	106.42	37.835	0.026430	5.7447	6.0259	24.735	47.891	77.529	1575.6	-0.015081	177.67	0.57258	liquid
275.00	106.42	37.758	0.026484	5.8216	6.1035	25.018	47.862	77.605	1568.9	-0.014932	175.78	0.56960	liquid
276.00	106.42	37.681	0.026539	5.8987	6.1811	25.300	47.833	77.682	1562.2	-0.014780	173.93	0.56662	liquid
277.00	106.42	37.603	0.026594	5.9758	6.2589	25.581	47.804	77.759	1555.5	-0.014626	172.11	0.56365	liquid
278.00	106.42	37.525	0.026649	6.0531	6.3367	25.861	47.775	77.837	1548.7	-0.014470	170.32	0.56069	liquid
279.00	106.42	37.447	0.026704	6.1303	6.4145	26.141	47.747	77.917	1542.0	-0.014312	168.55	0.55774	liquid
280.00	106.42	37.369	0.026760	6.2077	6.4925	26.420	47.718	77.996	1535.3	-0.014151	166.82	0.55480	liquid
281.00	106.42	37.290	0.026817	6.2851	6.5705	26.698	47.689	78.077	1528.5	-0.013987	165.11	0.55186	liquid
282.00	106.42	37.212	0.026873	6.3627	6.6486	26.976	47.661	78.159	1521.7	-0.013821	163.42	0.54894	liquid
283.00	106.42	37.133	0.026931	6.4402	6.7268	27.252	47.633	78.242	1515.0	-0.013653	161.76	0.54602	liquid
284.00	106.42	37.053	0.026988	6.5179	6.8051	27.528	47.605	78.325	1508.2	-0.013481	160.13	0.54311	liquid
285.00	106.42	36.974	0.027046	6.5957	6.8835	27.804	47.577	78.410	1501.4	-0.013307	158.51	0.54021	liquid
286.00	106.42	36.894	0.027105	6.6735	6.9619	28.079	47.549	78.496	1494.6	-0.013130	156.93	0.53732	liquid
287.00	106.42	36.814	0.027164	6.7514	7.0405	28.353	47.521	78.583	1487.8	-0.012950	155.36	0.53443	liquid
288.00	106.42	36.734	0.027223	6.8294	7.1191	28.626	47.493	78.672	1481.0	-0.012767	153.82	0.53155	liquid
289.00	106.42	36.653	0.027283	6.9075	7.1978	28.899	47.466	78.761	1474.1	-0.012581	152.30	0.52868	liquid
290.00	106.42	36.572	0.027343	6.9857	7.2766	29.171	47.438	78.852	1467.3	-0.012392	150.80	0.52582	liquid
291.00	106.42	36.491	0.027404	7.0639	7.3555	29.443	47.411	78.945	1460.5	-0.012199	149.32	0.52297	liquid
292.00	106.42	36.409	0.027465	7.1422	7.4345	29.714	47.384	79.038	1453.6	-0.012003	147.86	0.52012	liquid
293.00	106.42	36.328	0.027527	7.2207	7.5136	29.984	47.357	79.134	1446.7	-0.011804	146.42	0.51728	liquid
294.00	106.42	36.246	0.027590	7.2992	7.5928	30.254	47.331	79.231	1439.8	-0.011601	145.00	0.51445	liquid
295.00	106.42	36.163	0.027652	7.3778	7.6721	30.523	47.304	79.329	1432.9	-0.011394	143.59	0.51163	liquid
296.00	106.42	36.080	0.027716	7.4565	7.7515	30.792	47.278	79.430	1426.0	-0.011184	142.21	0.50881	liquid
297.00	106.42	35.997	0.027780	7.5353	7.8309	31.060	47.252	79.532	1419.1	-0.010969	140.84	0.50600	liquid
298.00	106.42	35.914	0.027844	7.6142	7.9105	31.328	47.226	79.636	1412.1	-0.010751	139.50	0.50320	liquid
299.00	106.42	35.831	0.027909	7.6932	7.9902	31.595	47.200	79.742	1405.2	-0.010529	138.16	0.50041	liquid
300.00	106.42	35.747	0.027975	7.7723	8.0700	31.861	47.174	79.849	1398.2	-0.010302	136.85	0.49762	liquid
301.00	106.42	35.662	0.028041	7.8515	8.1499	32.127	47.149	79.959	1391.2	-0.010071	135.55	0.49484	liquid
302.00	106.42	35.578	0.028107	7.9308	8.2299	32.392	47.124	80.071	1384.2	-0.0098357	134.27	0.49207	liquid
303.00	106.42	35.493	0.028175	8.0102	8.3100	32.657	47.099	80.185	1377.2	-0.0095957	133.00	0.48930	liquid
304.00	106.42	35.407	0.028243	8.0897	8.3903	32.922	47.074	80.301	1370.2	-0.0093510	131.75	0.48654	liquid
305.00	106.42	35.322	0.028311	8.1694	8.4707	33.185	47.050	80.420	1363.1	-0.0091015	130.52	0.48379	liquid
306.00	106.42	35.236	0.028380	8.2491	8.5511	33.449	47.026	80.541	1356.0	-0.0088470	129.29	0.48104	liquid
307.00	106.42	35.149	0.028450	8.3290	8.6317	33.712	47.002	80.665	1348.9	-0.0085874	128.09	0.47830	liquid
308.00	106.42	35.062	0.028521	8.4089	8.7125	33.974	46.978	80.791	1341.8	-0.0083225	126.89	0.47557	liquid
309.00	106.42	34.975	0.028592	8.4890	8.7933	34.236	46.955	80.920	1334.7	-0.0080523	125.71	0.47284	liquid
310.00	106.42	34.888	0.028663	8.5693	8.8743	34.498	46.932	81.051	1327.6	-0.0077764	124.54	0.47012	liquid
311.00	106.42	34.800	0.028736	8.6496	8.9554	34.759	46.909	81.186	1320.4	-0.0074948	123.39	0.46741	liquid
312.00	106.42	34.711	0.028809	8.7301	9.0367	35.020	46.887	81.323	1313.2	-0.0072074	122.25	0.46470	liquid
313.00	106.42	34.622	0.028883	8.8107	9.1181	35.281	46.865	81.463	1306.0	-0.0069138	121.12	0.46200	liquid
314.00	106.42	34.533	0.028958	8.8914	9.1996	35.541	46.843	81.607	1298.8	-0.0066141	120.01	0.45930	liquid
315.00	106.42	34.443	0.029033	8.9723	9.2813	35.800	46.821	81.753	1291.6	-0.0063079	118.90	0.45661	liquid
316.00	106.42	34.353	0.029109	9.0533	9.3631	36.060	46.800	81.903	1284.3	-0.0059950	117.81	0.45392	liquid
317.00	106.42	34.263	0.029186	9.1345	9.4451	36.319	46.780	82.057	1277.0	-0.0056754	116.73	0.45124	liquid
318.00	106.42	34.172	0.029264	9.2158	9.5272	36.578	46.759	82.214	1269.7	-0.0053487	115.66	0.44857	liquid
319.00	106.42	34.080	0.029343	9.2973	9.6095	36.836	46.739	82.375	1262.4	-0.0050147	114.60	0.44590	liquid
320.00	106.42	33.988	0.029422	9.3789	9.6920	37.094	46.719	82.539	1255.0	-0.0046733	113.55	0.44323	liquid
321.00	106.42	33.895	0.029502	9.4606	9.7746	37.352	46.700	82.708	1247.6	-0.0043242	112.51	0.44057	liquid
322.00	106.42	33.802	0.029584	9.5426	9.8574	37.609	46.681	82.881	1240.2	-0.0039672	111.48	0.43792	liquid
323.00	106.42	33.709	0.029666	9.6247	9.9404	37.867	46.663	83.057	1232.8	-0.0036019	110.47	0.43527	liquid
324.00	106.42	33.615	0.029749	9.7069	10.024	38.124	46.645	83.239	1225.3	-0.0032283	109.46	0.43262	liquid
325.00	106.42	33.520	0.029833	9.7894	10.107	38.380	46.627	83.424	1217.8	-0.0028459	108.46	0.42998	liquid
326.00	106.42	33.425	0.029918	9.8720	10.190	38.637	46.610	83.615	1210.3	-0.0024544	107.47	0.42734	liquid
327.00	106.42	33.329	0.030004	9.9548	10.274	38.893	46.594	83.810	1202.7	-0.0020537	106.49	0.42471	liquid
328.00	106.42	33.233	0.030091	10.038	10.358	39.150	46.577	84.010	1195.2	-0.0016434	105.52	0.42208	liquid
329.00	106.42	33.136	0.030179	10.121	10.442	39.406	46.562	84.216	1187.6	-0.0012232	104.56	0.41946	liquid
330.00	106.42	33.038	0.030268	10.204	10.526	39.662	46.547	84.426	1179.9	-0.00079268	103.61	0.41684	liquid
331.00	106.42	32.940	0.030358	10.288	10.611	39.917	46.532	84.643	1172.3	-0.00035158	102.66	0.41422	liquid
332.00	106.42	32.841	0.030450	10.372	10.696	40.173	46.518	84.865	1164.6	0.00010050	101.73	0.41161	liquid
333.00	106.42	32.742	0.030542	10.456	10.781	40.429	46.505	85.093	1156.8	0.00056393	100.80	0.40899	liquid
334.00	106.42	32.641	0.030636	10.540	10.866	40.684	46.492	85.327	1149.1	0.0010391	99.880	0.40639	liquid
335.00	106.42	32.540	0.030731	10.624	10.951	40.940	46.480	85.568	1141.3	0.0015265	98.968	0.40378	liquid
336.00	106.42	32.439	0.030827	10.709	11.037	41.195	46.468	85.816	1133.4	0.0020264	98.063	0.40118	liquid
337.00	106.42	32.336	0.030925	10.794	11.123	41.450	46.457	86.070	1125.6	0.0025394	97.165	0.39858	liquid
338.00	106.42	32.233	0.031024	10.879	11.209	41.706	46.447	86.332	1117.6	0.0030660	96.275	0.39599	liquid
339.00	106.42	32.129	0.031124	10.964	11.296	41.961	46.437	86.601	1109.7	0.0036066	95.392	0.39339	liquid
340.00	106.42	32.025	0.031226	11.050	11.382	42.217	46.429	86.878	1101.7	0.0041618	94.515	0.39080	liquid
341.00	106.42	31.919	0.031329	11.136	11.469	42.472	46.420	87.163	1093.7	0.0047321	93.645	0.38821	liquid
342.00	106.42	31.813	0.031434	11.222	11.557	42.728	46.413	87.457	1085.6	0.0053182	92.782	0.38562	liquid
343.00	106.42	31.706	0.031540	11.309	11.644	42.984	46.407	87.760	1077.5	0.0059206	91.925	0.38303	liquid
344.00	106.42	31.598	0.031648	11.395	11.732	43.240	46.401	88.072	1069.4	0.0065399	91.074	0.38045	liquid
345.00	106.42	31.489	0.031758	11.482	11.820	43.496	46.396	88.393	1061.2	0.0071770	90.229	0.37786	liquid
346.00	106.42	31.379	0.031869	11.570	11.909	43.752	46.392	88.724	1052.9	0.0078324	89.390	0.37528	liquid
347.00	106.42	31.268	0.031982	11.658	11.998	44.009	46.389	89.066	1044.6	0.0085070	88.556	0.37269	liquid
348.00	106.42	31.156	0.032097	11.746	12.087	44.265	46.387	89.419	1036.3	0.0092016	87.728	0.37011	liquid
349.00	106.42	31.043	0.032214	11.834	12.177	44.523	46.387	89.784	1027.9	0.0099169	86.906	0.36752	liquid
350.00	106.42	30.929	0.032333	11.923	12.267	44.780	46.387	90.160	1019.5	0.010654	86.088	0.36494	liquid
351.00	106.42	30.813	0.032453	12.012	12.357	45.038	46.388	90.550	1011.0	0.011414	85.276	0.36236	liquid
352.00	106.42	30.697	0.032576	12.101	12.448	45.296	46.390	90.952	1002.4	0.012197	84.468	0.35977	liquid
353.00	106.42	30.580	0.032702	12.191	12.539	45.555	46.394	91.368	993.83	0.013006	83.665	0.35718	liquid
354.00	106.42	30.461	0.032829	12.281	12.631	45.814	46.398	91.799	985.18	0.013840	82.867	0.35459	liquid
355.00	106.42	30.341	0.032959	12.372	12.723	46.073	46.405	92.246	976.46	0.014701	82.072	0.35200	liquid
356.00	106.42	30.220	0.033091	12.463	12.815	46.333	46.412	92.708	967.69	0.015591	81.282	0.34941	liquid
357.00	106.42	30.097	0.033226	12.554	12.908	46.594	46.421	93.188	958.85	0.016511	80.496	0.34682	liquid
358.00	106.42	29.973	0.033364	12.646	13.001	46.855	46.431	93.686	949.95	0.017462	79.713	0.34422	liquid
359.00	106.42	29.847	0.033504	12.739	13.095	47.117	46.443	94.203	940.98	0.018446	78.934	0.34162	liquid
360.00	106.42	29.720	0.033647	12.832	13.190	47.380	46.457	94.740	931.95	0.019465	78.159	0.33901	liquid
361.00	106.42	29.592	0.033793	12.925	13.285	47.644	46.472	95.298	922.84	0.020520	77.386	0.33640	liquid
362.00	106.42	29.461	0.033943	13.019	13.380	47.908	46.489	95.880	913.66	0.021614	76.617	0.33379	liquid
363.00	106.42	29.330	0.034095	13.114	13.477	48.174	46.508	96.485	904.41	0.022748	75.850	0.33117	liquid
364.00	106.42	29.196	0.034252	13.209	13.573	48.440	46.529	97.116	895.07	0.023925	75.085	0.32855	liquid
365.00	106.42	29.060	0.034411	13.305	13.671	48.707	46.552	97.775	885.65	0.025148	74.323	0.32591	liquid
366.00	106.42	28.923	0.034575	13.401	13.769	48.976	46.577	98.463	876.15	0.026419	73.563	0.32328	liquid
367.00	106.42	28.783	0.034742	13.498	13.868	49.245	46.605	99.182	866.56	0.027741	72.805	0.32063	liquid
368.00	106.42	28.642	0.034914	13.596	13.967	49.516	46.635	99.935	856.88	0.029117	72.048	0.31798	liquid
369.00	106.42	28.498	0.035090	13.694	14.068	49.788	46.668	100.72	847.10	0.030551	71.292	0.31532	liquid
370.00	106.42	28.352	0.035271	13.793	14.169	50.062	46.703	101.55	837.22	0.032047	70.538	0.31265	liquid
371.00	106.42	28.203	0.035457	13.893	14.271	50.337	46.742	102.42	827.24	0.033608	69.784	0.30996	liquid
372.00	106.42	28.052	0.035648	13.994	14.374	50.614	46.783	103.34	817.15	0.035240	69.030	0.30727	liquid
373.00	106.42	27.898	0.035845	14.096	14.478	50.893	46.828	104.30	806.94	0.036947	68.276	0.30457	liquid
374.00	106.42	27.742	0.036047	14.199	14.582	51.174	46.877	105.32	796.61	0.038735	67.521	0.30185	liquid
375.00	106.42	27.582	0.036256	14.302	14.688	51.456	46.930	106.40	786.16	0.040610	66.766	0.29912	liquid
376.00	106.42	27.419	0.036471	14.407	14.795	51.741	46.986	107.54	775.57	0.042580	66.010	0.29638	liquid
377.00	106.42	27.253	0.036693	14.513	14.903	52.028	47.047	108.76	764.84	0.044652	65.251	0.29361	liquid
378.00	106.42	27.083	0.036923	14.620	15.013	52.318	47.113	110.05	753.95	0.046834	64.491	0.29084	liquid
379.00	106.42	26.909	0.037162	14.728	15.123	52.611	47.185	111.43	742.91	0.049137	63.727	0.28804	liquid
380.00	106.42	26.732	0.037409	14.837	15.236	52.906	47.262	112.91	731.70	0.051572	62.960	0.28522	liquid
381.00	106.42	26.550	0.037665	14.948	15.349	53.205	47.345	114.49	720.30	0.054151	62.189	0.28238	liquid
382.00	106.42	26.363	0.037932	15.061	15.465	53.507	47.435	116.20	708.71	0.056889	61.412	0.27952	liquid
383.00	106.42	26.171	0.038210	15.175	15.582	53.814	47.532	118.04	696.91	0.059803	60.630	0.27664	liquid
384.00	106.42	25.974	0.038501	15.291	15.701	54.124	47.638	120.04	684.89	0.062912	59.841	0.27373	liquid
385.00	106.42	25.770	0.038805	15.409	15.822	54.439	47.752	122.23	672.61	0.066239	59.044	0.27078	liquid
386.00	106.42	25.560	0.039123	15.529	15.945	54.759	47.877	124.62	660.06	0.069810	58.237	0.26781	liquid
387.00	106.42	25.343	0.039459	15.651	16.071	55.085	48.013	127.26	647.22	0.073659	57.420	0.26480	liquid
388.00	106.42	25.118	0.039812	15.776	16.200	55.417	48.161	130.19	634.06	0.077821	56.590	0.26176	liquid
389.00	106.42	24.884	0.040187	15.904	16.332	55.756	48.324	133.46	620.53	0.082345	55.745	0.25867	liquid
390.00	106.42	24.640	0.040585	16.035	16.467	56.103	48.504	137.15	606.59	0.087287	54.883	0.25554	liquid
391.00	106.42	24.384	0.041010	16.170	16.606	56.460	48.703	141.35	592.20	0.092717	54.000	0.25236	liquid
392.00	106.42	24.116	0.041467	16.309	16.750	56.827	48.924	146.20	577.29	0.098725	53.093	0.24913	liquid
393.00	106.42	23.832	0.041960	16.452	16.899	57.207	49.172	151.86	561.78	0.10543	52.157	0.24585	liquid
394.00	106.42	23.531	0.042498	16.602	17.054	57.601	49.452	158.60	545.57	0.11297	51.186	0.24249	liquid
395.00	106.42	23.208	0.043089	16.758	17.217	58.013	49.772	166.78	528.53	0.12157	50.171	0.23908	liquid
396.00	106.42	22.858	0.043748	16.923	17.388	58.447	50.142	176.98	510.49	0.13152	49.101	0.23559	liquid
397.00	106.42	22.475	0.044494	17.098	17.571	58.909	50.577	190.18	491.20	0.14322	47.959	0.23202	liquid
398.00	106.42	22.047	0.045357	17.287	17.770	59.409	51.100	208.09	470.31	0.15734	46.721	0.22838	liquid
399.00	106.42	21.557	0.046389	17.497	17.990	59.961	51.751	234.19	447.27	0.17497	45.344	0.22469	liquid
400.00	106.42	20.969	0.047689	17.736	18.244	60.596	52.603	276.83	421.10	0.19814	43.753	0.22101	liquid
401.00	106.42	20.206	0.049491	18.031	18.558	61.380	53.832	363.31	389.72	0.23150	41.769	0.21761	liquid
401.81	106.42	19.281	0.051866	18.366	18.918	62.277	55.496	569.35	356.33	0.27601	39.477	0.21593	liquid
401.81	106.42	8.4550	0.11827	22.700	23.959	74.823	62.254	854.80	312.08	0.69660	19.564	0.13361	vapor
402.00	106.42	8.2704	0.12091	22.821	24.108	75.193	61.708	727.90	314.85	0.70196	19.338	0.13073	vapor
403.00	106.42	7.6274	0.13111	23.272	24.667	76.583	59.531	450.38	325.66	0.71861	18.597	0.12291	vapor
404.00	106.42	7.2212	0.13848	23.586	25.060	77.556	57.935	347.47	333.54	0.72706	18.172	0.11956	vapor
405.00	106.42	6.9182	0.14455	23.838	25.377	78.340	56.635	290.76	340.01	0.73199	17.881	0.11451	vapor
406.00	106.42	6.6749	0.14982	24.054	25.648	79.008	55.524	253.93	345.62	0.73493	17.665	0.11044	vapor
407.00	106.42	6.4709	0.15454	24.244	25.888	79.599	54.551	227.70	350.63	0.73658	17.498	0.10594	vapor
408.00	106.42	6.2951	0.15885	24.415	26.105	80.133	53.682	207.89	355.19	0.73731	17.365	0.10011	vapor
409.00	106.42	6.1405	0.16285	24.572	26.305	80.622	52.897	192.29	359.40	0.73736	17.256	0.095414	vapor
410.00	106.42	6.0024	0.16660	24.718	26.491	81.075	52.181	179.62	363.31	0.73690	17.167	0.091666	vapor
411.00	106.42	5.8777	0.17014	24.855	26.665	81.500	51.522	169.09	366.99	0.73603	17.093	0.088610	vapor
412.00	106.42	5.7639	0.17349	24.983	26.830	81.900	50.913	160.18	370.46	0.73483	17.032	0.086063	vapor
413.00	106.42	5.6593	0.17670	25.106	26.986	82.278	50.348	152.52	373.76	0.73335	16.981	0.083903	vapor
414.00	106.42	5.5626	0.17977	25.222	27.135	82.639	49.820	145.85	376.91	0.73165	16.938	0.082041	vapor
