Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
561.00	88.170	2.0706	0.48295	33.441	37.699	106.24	38.678	52.251	555.36	0.36919	20.811	0.069995	vapor
562.00	88.170	2.0655	0.48415	33.482	37.751	106.33	38.699	52.232	556.01	0.36739	20.848	0.070127	vapor
563.00	88.170	2.0604	0.48535	33.524	37.803	106.42	38.719	52.213	556.66	0.36561	20.886	0.070259	vapor
564.00	88.170	2.0553	0.48655	33.566	37.855	106.51	38.740	52.195	557.30	0.36383	20.923	0.070391	vapor
565.00	88.170	2.0502	0.48775	33.607	37.908	106.61	38.762	52.178	557.95	0.36207	20.961	0.070523	vapor
566.00	88.170	2.0452	0.48895	33.649	37.960	106.70	38.783	52.161	558.59	0.36031	20.998	0.070654	vapor
567.00	88.170	2.0402	0.49014	33.690	38.012	106.79	38.804	52.145	559.23	0.35857	21.036	0.070786	vapor
568.00	88.170	2.0353	0.49134	33.732	38.064	106.88	38.826	52.130	559.87	0.35683	21.073	0.070917	vapor
569.00	88.170	2.0303	0.49253	33.774	38.116	106.97	38.848	52.115	560.51	0.35511	21.111	0.071047	vapor
570.00	88.170	2.0254	0.49372	33.815	38.168	107.07	38.870	52.100	561.14	0.35340	21.148	0.071178	vapor
571.00	88.170	2.0206	0.49491	33.857	38.220	107.16	38.893	52.087	561.78	0.35170	21.185	0.071308	vapor
572.00	88.170	2.0158	0.49609	33.898	38.272	107.25	38.915	52.074	562.41	0.35000	21.223	0.071438	vapor
573.00	88.170	2.0109	0.49728	33.940	38.325	107.34	38.938	52.061	563.04	0.34832	21.260	0.071568	vapor
574.00	88.170	2.0062	0.49846	33.982	38.377	107.43	38.961	52.050	563.67	0.34665	21.298	0.071698	vapor
575.00	88.170	2.0014	0.49964	34.023	38.429	107.52	38.984	52.038	564.29	0.34499	21.335	0.071827	vapor
576.00	88.170	1.9967	0.50082	34.065	38.481	107.61	39.007	52.028	564.92	0.34334	21.373	0.071956	vapor
577.00	88.170	1.9920	0.50200	34.107	38.533	107.70	39.031	52.017	565.54	0.34169	21.410	0.072085	vapor
578.00	88.170	1.9874	0.50318	34.148	38.585	107.79	39.054	52.008	566.16	0.34006	21.447	0.072213	vapor
579.00	88.170	1.9827	0.50436	34.190	38.637	107.88	39.078	51.999	566.78	0.33844	21.485	0.072341	vapor
580.00	88.170	1.9781	0.50553	34.231	38.689	107.97	39.102	51.990	567.40	0.33682	21.522	0.072469	vapor
581.00	88.170	1.9735	0.50670	34.273	38.741	108.06	39.126	51.982	568.01	0.33522	21.560	0.072596	vapor
582.00	88.170	1.9690	0.50787	34.315	38.793	108.15	39.150	51.975	568.63	0.33363	21.597	0.072724	vapor
583.00	88.170	1.9645	0.50904	34.356	38.845	108.24	39.175	51.968	569.24	0.33204	21.634	0.072850	vapor
584.00	88.170	1.9600	0.51021	34.398	38.897	108.33	39.200	51.961	569.85	0.33047	21.672	0.072977	vapor
585.00	88.170	1.9555	0.51138	34.440	38.949	108.42	39.224	51.955	570.46	0.32890	21.709	0.073103	vapor
586.00	88.170	1.9510	0.51254	34.481	39.001	108.51	39.249	51.950	571.07	0.32734	21.746	0.073229	vapor
587.00	88.170	1.9466	0.51371	34.523	39.052	108.59	39.274	51.945	571.67	0.32579	21.784	0.073354	vapor
588.00	88.170	1.9422	0.51487	34.565	39.104	108.68	39.300	51.940	572.28	0.32426	21.821	0.073479	vapor
589.00	88.170	1.9379	0.51603	34.606	39.156	108.77	39.325	51.936	572.88	0.32273	21.858	0.073604	vapor
590.00	88.170	1.9335	0.51719	34.648	39.208	108.86	39.351	51.932	573.48	0.32120	21.895	0.073728	vapor
591.00	88.170	1.9292	0.51835	34.690	39.260	108.95	39.376	51.929	574.08	0.31969	21.933	0.073852	vapor
592.00	88.170	1.9249	0.51951	34.732	39.312	109.04	39.402	51.926	574.68	0.31819	21.970	0.073975	vapor
593.00	88.170	1.9206	0.52066	34.773	39.364	109.12	39.428	51.924	575.28	0.31670	22.007	0.074098	vapor
594.00	88.170	1.9164	0.52182	34.815	39.416	109.21	39.454	51.922	575.87	0.31521	22.045	0.074221	vapor
595.00	88.170	1.9121	0.52297	34.857	39.468	109.30	39.481	51.920	576.46	0.31373	22.082	0.074343	vapor
596.00	88.170	1.9079	0.52412	34.899	39.520	109.38	39.507	51.919	577.06	0.31226	22.119	0.074464	vapor
597.00	88.170	1.9038	0.52528	34.940	39.572	109.47	39.534	51.919	577.65	0.31080	22.156	0.074586	vapor
598.00	88.170	1.8996	0.52643	34.982	39.624	109.56	39.560	51.918	578.24	0.30935	22.194	0.074707	vapor
599.00	88.170	1.8955	0.52757	35.024	39.676	109.65	39.587	51.919	578.82	0.30791	22.231	0.074827	vapor
600.00	88.170	1.8914	0.52872	35.066	39.728	109.73	39.614	51.919	579.41	0.30648	22.268	0.074947	vapor
601.00	88.170	1.8873	0.52987	35.108	39.779	109.82	39.641	51.920	579.99	0.30505	22.305	0.075066	vapor
602.00	88.170	1.8832	0.53101	35.149	39.831	109.90	39.668	51.921	580.58	0.30363	22.342	0.075185	vapor
603.00	88.170	1.8792	0.53215	35.191	39.883	109.99	39.696	51.923	581.16	0.30222	22.379	0.075304	vapor
604.00	88.170	1.8751	0.53330	35.233	39.935	110.08	39.723	51.925	581.74	0.30082	22.417	0.075422	vapor
605.00	88.170	1.8711	0.53444	35.275	39.987	110.16	39.751	51.928	582.32	0.29943	22.454	0.075539	vapor
606.00	88.170	1.8671	0.53558	35.317	40.039	110.25	39.778	51.930	582.89	0.29804	22.491	0.075656	vapor
607.00	88.170	1.8632	0.53672	35.359	40.091	110.33	39.806	51.934	583.47	0.29666	22.528	0.075773	vapor
608.00	88.170	1.8592	0.53785	35.401	40.143	110.42	39.834	51.937	584.05	0.29529	22.565	0.075889	vapor
609.00	88.170	1.8553	0.53899	35.443	40.195	110.51	39.862	51.941	584.62	0.29393	22.602	0.076004	vapor
610.00	88.170	1.8514	0.54012	35.485	40.247	110.59	39.890	51.945	585.19	0.29258	22.639	0.076119	vapor
611.00	88.170	1.8475	0.54126	35.526	40.299	110.68	39.919	51.950	585.76	0.29123	22.677	0.076233	vapor
612.00	88.170	1.8437	0.54239	35.568	40.351	110.76	39.947	51.955	586.33	0.28989	22.714	0.076347	vapor
613.00	88.170	1.8398	0.54352	35.610	40.403	110.85	39.975	51.960	586.90	0.28856	22.751	0.076460	vapor
614.00	88.170	1.8360	0.54465	35.652	40.455	110.93	40.004	51.966	587.47	0.28724	22.788	0.076573	vapor
615.00	88.170	1.8322	0.54578	35.694	40.507	111.01	40.033	51.971	588.03	0.28592	22.825	0.076685	vapor
616.00	88.170	1.8284	0.54691	35.736	40.559	111.10	40.062	51.978	588.60	0.28461	22.862	0.076797	vapor
617.00	88.170	1.8247	0.54804	35.778	40.611	111.18	40.091	51.984	589.16	0.28331	22.899	0.076908	vapor
618.00	88.170	1.8209	0.54917	35.821	40.663	111.27	40.120	51.991	589.72	0.28202	22.936	0.077018	vapor
619.00	88.170	1.8172	0.55029	35.863	40.715	111.35	40.149	51.998	590.28	0.28073	22.973	0.077128	vapor
620.00	88.170	1.8135	0.55142	35.905	40.767	111.44	40.178	52.006	590.84	0.27945	23.010	0.077237	vapor
621.00	88.170	1.8098	0.55254	35.947	40.819	111.52	40.207	52.013	591.40	0.27818	23.047	0.077346	vapor
622.00	88.170	1.8062	0.55366	35.989	40.871	111.60	40.237	52.021	591.96	0.27692	23.084	0.077454	vapor
623.00	88.170	1.8025	0.55478	36.031	40.923	111.69	40.266	52.030	592.51	0.27566	23.121	0.077561	vapor
624.00	88.170	1.7989	0.55590	36.073	40.975	111.77	40.296	52.038	593.07	0.27441	23.158	0.077668	vapor
625.00	88.170	1.7953	0.55702	36.115	41.027	111.85	40.326	52.047	593.62	0.27316	23.195	0.077774	vapor
626.00	88.170	1.7917	0.55814	36.158	41.079	111.94	40.355	52.057	594.17	0.27193	23.232	0.077879	vapor
627.00	88.170	1.7881	0.55926	36.200	41.131	112.02	40.385	52.066	594.72	0.27070	23.269	0.077984	vapor
628.00	88.170	1.7845	0.56037	36.242	41.183	112.10	40.415	52.076	595.27	0.26948	23.306	0.078088	vapor
629.00	88.170	1.7810	0.56149	36.284	41.235	112.19	40.445	52.086	595.82	0.26826	23.343	0.078192	vapor
630.00	88.170	1.7775	0.56260	36.327	41.287	112.27	40.476	52.096	596.37	0.26705	23.379	0.078294	vapor
631.00	88.170	1.7739	0.56372	36.369	41.339	112.35	40.506	52.107	596.91	0.26585	23.416	0.078396	vapor
632.00	88.170	1.7704	0.56483	36.411	41.391	112.43	40.536	52.117	597.46	0.26465	23.453	0.078498	vapor
633.00	88.170	1.7670	0.56594	36.453	41.443	112.52	40.567	52.129	598.00	0.26346	23.490	0.078599	vapor
634.00	88.170	1.7635	0.56705	36.496	41.495	112.60	40.597	52.140	598.55	0.26228	23.527	0.078699	vapor
635.00	88.170	1.7601	0.56816	36.538	41.548	112.68	40.628	52.151	599.09	0.26111	23.564	0.078798	vapor
636.00	88.170	1.7566	0.56927	36.581	41.600	112.76	40.658	52.163	599.63	0.25994	23.601	0.078897	vapor
637.00	88.170	1.7532	0.57038	36.623	41.652	112.84	40.689	52.175	600.17	0.25877	23.638	0.078994	vapor
638.00	88.170	1.7498	0.57148	36.665	41.704	112.93	40.720	52.188	600.71	0.25762	23.674	0.079092	vapor
639.00	88.170	1.7464	0.57259	36.708	41.756	113.01	40.751	52.200	601.24	0.25647	23.711	0.079188	vapor
640.00	88.170	1.7431	0.57370	36.750	41.809	113.09	40.782	52.213	601.78	0.25532	23.748	0.079284	vapor
641.00	88.170	1.7397	0.57480	36.793	41.861	113.17	40.813	52.226	602.31	0.25419	23.785	0.079379	vapor
642.00	88.170	1.7364	0.57590	36.835	41.913	113.25	40.844	52.239	602.85	0.25305	23.822	0.079473	vapor
643.00	88.170	1.7331	0.57701	36.878	41.965	113.33	40.875	52.253	603.38	0.25193	23.858	0.079566	vapor
644.00	88.170	1.7298	0.57811	36.920	42.017	113.42	40.907	52.266	603.91	0.25081	23.895	0.079659	vapor
645.00	88.170	1.7265	0.57921	36.963	42.070	113.50	40.938	52.280	604.44	0.24970	23.932	0.079751	vapor
646.00	88.170	1.7232	0.58031	37.005	42.122	113.58	40.969	52.295	604.97	0.24859	23.969	0.079842	vapor
647.00	88.170	1.7200	0.58141	37.048	42.174	113.66	41.001	52.309	605.50	0.24749	24.005	0.079932	vapor
648.00	88.170	1.7167	0.58251	37.091	42.227	113.74	41.033	52.323	606.03	0.24640	24.042	0.080022	vapor
649.00	88.170	1.7135	0.58360	37.133	42.279	113.82	41.064	52.338	606.56	0.24531	24.079	0.080110	vapor
650.00	88.170	1.7103	0.58470	37.176	42.331	113.90	41.096	52.353	607.08	0.24423	24.115	0.080198	vapor
651.00	88.170	1.7071	0.58580	37.219	42.384	113.98	41.128	52.368	607.61	0.24315	24.152	0.080285	vapor
652.00	88.170	1.7039	0.58689	37.261	42.436	114.06	41.160	52.384	608.13	0.24208	24.189	0.080372	vapor
653.00	88.170	1.7007	0.58798	37.304	42.488	114.14	41.192	52.400	608.65	0.24101	24.226	0.080457	vapor
654.00	88.170	1.6976	0.58908	37.347	42.541	114.22	41.224	52.415	609.18	0.23995	24.262	0.080541	vapor
655.00	88.170	1.6944	0.59017	37.390	42.593	114.30	41.256	52.431	609.70	0.23890	24.299	0.080625	vapor
656.00	88.170	1.6913	0.59126	37.433	42.646	114.38	41.288	52.448	610.22	0.23785	24.335	0.080708	vapor
657.00	88.170	1.6882	0.59235	37.475	42.698	114.46	41.320	52.464	610.74	0.23681	24.372	0.080790	vapor
658.00	88.170	1.6851	0.59344	37.518	42.751	114.54	41.352	52.481	611.25	0.23577	24.409	0.080871	vapor
659.00	88.170	1.6820	0.59453	37.561	42.803	114.62	41.384	52.497	611.77	0.23474	24.445	0.080951	vapor
660.00	88.170	1.6789	0.59562	37.604	42.856	114.70	41.417	52.514	612.29	0.23372	24.482	0.081031	vapor
661.00	88.170	1.6759	0.59671	37.647	42.908	114.78	41.449	52.532	612.80	0.23270	24.519	0.081109	vapor
662.00	88.170	1.6728	0.59780	37.690	42.961	114.86	41.482	52.549	613.32	0.23168	24.555	0.081187	vapor
663.00	88.170	1.6698	0.59888	37.733	43.013	114.94	41.514	52.566	613.83	0.23067	24.592	0.081264	vapor
664.00	88.170	1.6667	0.59997	37.776	43.066	115.02	41.547	52.584	614.34	0.22967	24.628	0.081339	vapor
665.00	88.170	1.6637	0.60106	37.819	43.118	115.10	41.580	52.602	614.85	0.22867	24.665	0.081414	vapor
666.00	88.170	1.6607	0.60214	37.862	43.171	115.18	41.612	52.620	615.36	0.22768	24.701	0.081488	vapor
667.00	88.170	1.6578	0.60322	37.905	43.224	115.26	41.645	52.638	615.87	0.22669	24.738	0.081561	vapor
668.00	88.170	1.6548	0.60431	37.948	43.276	115.33	41.678	52.657	616.38	0.22571	24.774	0.081633	vapor
669.00	88.170	1.6518	0.60539	37.991	43.329	115.41	41.711	52.675	616.89	0.22473	24.811	0.081704	vapor
670.00	88.170	1.6489	0.60647	38.034	43.382	115.49	41.744	52.694	617.40	0.22376	24.847	0.081774	vapor
671.00	88.170	1.6460	0.60755	38.078	43.434	115.57	41.777	52.713	617.90	0.22279	24.884	0.081844	vapor
672.00	88.170	1.6430	0.60863	38.121	43.487	115.65	41.810	52.732	618.41	0.22183	24.920	0.081912	vapor
673.00	88.170	1.6401	0.60971	38.164	43.540	115.73	41.843	52.751	618.91	0.22087	24.957	0.081979	vapor
674.00	88.170	1.6372	0.61079	38.207	43.593	115.81	41.876	52.770	619.42	0.21992	24.993	0.082045	vapor
675.00	88.170	1.6343	0.61187	38.251	43.645	115.88	41.909	52.790	619.92	0.21898	25.030	0.082111	vapor
676.00	88.170	1.6315	0.61294	38.294	43.698	115.96	41.943	52.810	620.42	0.21803	25.066	0.082175	vapor
677.00	88.170	1.6286	0.61402	38.337	43.751	116.04	41.976	52.830	620.92	0.21710	25.103	0.082238	vapor
678.00	88.170	1.6258	0.61510	38.381	43.804	116.12	42.009	52.850	621.42	0.21617	25.139	0.082301	vapor
679.00	88.170	1.6229	0.61617	38.424	43.857	116.20	42.043	52.870	621.92	0.21524	25.175	0.082362	vapor
680.00	88.170	1.6201	0.61725	38.467	43.910	116.27	42.076	52.890	622.42	0.21432	25.212	0.082422	vapor
681.00	88.170	1.6173	0.61832	38.511	43.963	116.35	42.110	52.910	622.92	0.21340	25.248	0.082481	vapor
682.00	88.170	1.6145	0.61939	38.554	44.015	116.43	42.143	52.931	623.41	0.21249	25.285	0.082539	vapor
683.00	88.170	1.6117	0.62047	38.598	44.068	116.51	42.177	52.952	623.91	0.21158	25.321	0.082597	vapor
684.00	88.170	1.6089	0.62154	38.641	44.121	116.58	42.210	52.973	624.41	0.21068	25.357	0.082653	vapor
685.00	88.170	1.6061	0.62261	38.685	44.174	116.66	42.244	52.994	624.90	0.20978	25.394	0.082708	vapor
686.00	88.170	1.6034	0.62368	38.728	44.227	116.74	42.278	53.015	625.39	0.20889	25.430	0.082761	vapor
687.00	88.170	1.6006	0.62475	38.772	44.280	116.82	42.312	53.036	625.89	0.20800	25.466	0.082814	vapor
688.00	88.170	1.5979	0.62582	38.816	44.333	116.89	42.345	53.058	626.38	0.20711	25.503	0.082866	vapor
689.00	88.170	1.5952	0.62689	38.859	44.386	116.97	42.379	53.079	626.87	0.20623	25.539	0.082917	vapor
690.00	88.170	1.5925	0.62796	38.903	44.440	117.05	42.413	53.101	627.36	0.20536	25.575	0.082966	vapor
691.00	88.170	1.5898	0.62903	38.947	44.493	117.12	42.447	53.123	627.85	0.20449	25.612	0.083015	vapor
692.00	88.170	1.5871	0.63009	38.990	44.546	117.20	42.481	53.145	628.34	0.20362	25.648	0.083062	vapor
693.00	88.170	1.5844	0.63116	39.034	44.599	117.28	42.515	53.167	628.83	0.20276	25.684	0.083108	vapor
694.00	88.170	1.5817	0.63223	39.078	44.652	117.35	42.549	53.189	629.31	0.20190	25.720	0.083154	vapor
695.00	88.170	1.5790	0.63329	39.122	44.705	117.43	42.583	53.211	629.80	0.20105	25.757	0.083198	vapor
696.00	88.170	1.5764	0.63436	39.165	44.759	117.51	42.617	53.234	630.29	0.20020	25.793	0.083240	vapor
697.00	88.170	1.5738	0.63542	39.209	44.812	117.58	42.651	53.256	630.77	0.19936	25.829	0.083282	vapor
698.00	88.170	1.5711	0.63649	39.253	44.865	117.66	42.686	53.279	631.26	0.19852	25.865	0.083323	vapor
699.00	88.170	1.5685	0.63755	39.297	44.918	117.74	42.720	53.302	631.74	0.19769	25.902	0.083362	vapor
700.00	88.170	1.5659	0.63861	39.341	44.972	117.81	42.754	53.325	632.22	0.19685	25.938	0.083400	vapor
