Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
414.00	36.490	1.2031	0.83117	28.655	31.688	100.43	35.248	50.609	472.21	0.90434	14.508	0.043882	vapor
415.00	36.490	1.1986	0.83428	28.694	31.739	100.55	35.218	50.485	473.09	0.89836	14.549	0.043979	vapor
416.00	36.490	1.1942	0.83737	28.733	31.789	100.67	35.190	50.364	473.96	0.89243	14.590	0.044081	vapor
417.00	36.490	1.1898	0.84046	28.772	31.839	100.79	35.163	50.247	474.82	0.88656	14.632	0.044186	vapor
418.00	36.490	1.1855	0.84354	28.811	31.889	100.91	35.137	50.133	475.68	0.88074	14.673	0.044295	vapor
419.00	36.490	1.1812	0.84661	28.850	31.940	101.03	35.113	50.022	476.54	0.87497	14.714	0.044406	vapor
420.00	36.490	1.1769	0.84967	28.889	31.990	101.15	35.090	49.915	477.39	0.86924	14.755	0.044519	vapor
421.00	36.490	1.1727	0.85272	28.928	32.039	101.27	35.068	49.810	478.24	0.86357	14.796	0.044634	vapor
422.00	36.490	1.1685	0.85577	28.966	32.089	101.39	35.047	49.708	479.08	0.85795	14.838	0.044752	vapor
423.00	36.490	1.1644	0.85880	29.005	32.139	101.50	35.027	49.609	479.91	0.85237	14.879	0.044871	vapor
424.00	36.490	1.1603	0.86183	29.044	32.188	101.62	35.009	49.513	480.74	0.84684	14.920	0.044991	vapor
425.00	36.490	1.1563	0.86484	29.082	32.238	101.74	34.991	49.419	481.57	0.84136	14.961	0.045113	vapor
426.00	36.490	1.1523	0.86785	29.120	32.287	101.85	34.975	49.328	482.39	0.83593	15.002	0.045236	vapor
427.00	36.490	1.1483	0.87085	29.159	32.336	101.97	34.960	49.240	483.21	0.83054	15.043	0.045361	vapor
428.00	36.490	1.1444	0.87385	29.197	32.386	102.08	34.946	49.154	484.02	0.82520	15.084	0.045486	vapor
429.00	36.490	1.1405	0.87683	29.235	32.435	102.20	34.932	49.070	484.83	0.81991	15.125	0.045613	vapor
430.00	36.490	1.1366	0.87981	29.273	32.484	102.31	34.920	48.989	485.64	0.81466	15.166	0.045740	vapor
431.00	36.490	1.1328	0.88278	29.312	32.533	102.43	34.909	48.910	486.44	0.80945	15.207	0.045869	vapor
432.00	36.490	1.1290	0.88574	29.350	32.582	102.54	34.898	48.833	487.24	0.80429	15.247	0.045998	vapor
433.00	36.490	1.1252	0.88870	29.388	32.630	102.65	34.889	48.758	488.03	0.79917	15.288	0.046128	vapor
434.00	36.490	1.1215	0.89165	29.426	32.679	102.76	34.880	48.686	488.82	0.79410	15.329	0.046260	vapor
435.00	36.490	1.1178	0.89459	29.463	32.728	102.88	34.872	48.615	489.60	0.78907	15.370	0.046391	vapor
436.00	36.490	1.1142	0.89753	29.501	32.776	102.99	34.866	48.547	490.38	0.78408	15.411	0.046524	vapor
437.00	36.490	1.1106	0.90045	29.539	32.825	103.10	34.859	48.480	491.16	0.77913	15.452	0.046657	vapor
438.00	36.490	1.1070	0.90338	29.577	32.873	103.21	34.854	48.415	491.94	0.77422	15.492	0.046791	vapor
439.00	36.490	1.1034	0.90629	29.615	32.922	103.32	34.849	48.353	492.71	0.76936	15.533	0.046926	vapor
440.00	36.490	1.0999	0.90920	29.652	32.970	103.43	34.846	48.292	493.47	0.76453	15.574	0.047061	vapor
441.00	36.490	1.0964	0.91210	29.690	33.018	103.54	34.843	48.232	494.24	0.75975	15.614	0.047197	vapor
442.00	36.490	1.0929	0.91500	29.728	33.067	103.65	34.840	48.175	495.00	0.75500	15.655	0.047333	vapor
443.00	36.490	1.0895	0.91789	29.765	33.115	103.76	34.839	48.119	495.75	0.75030	15.696	0.047471	vapor
444.00	36.490	1.0860	0.92077	29.803	33.163	103.87	34.838	48.064	496.50	0.74563	15.736	0.047608	vapor
445.00	36.490	1.0827	0.92365	29.840	33.211	103.97	34.837	48.012	497.25	0.74100	15.777	0.047747	vapor
446.00	36.490	1.0793	0.92652	29.878	33.259	104.08	34.838	47.961	498.00	0.73641	15.817	0.047885	vapor
447.00	36.490	1.0760	0.92939	29.915	33.307	104.19	34.839	47.911	498.74	0.73186	15.858	0.048025	vapor
448.00	36.490	1.0727	0.93225	29.953	33.355	104.30	34.841	47.863	499.48	0.72734	15.899	0.048165	vapor
449.00	36.490	1.0694	0.93510	29.990	33.402	104.40	34.843	47.816	500.22	0.72287	15.939	0.048305	vapor
450.00	36.490	1.0662	0.93795	30.028	33.450	104.51	34.846	47.771	500.95	0.71843	15.980	0.048446	vapor
451.00	36.490	1.0629	0.94080	30.065	33.498	104.62	34.849	47.727	501.68	0.71402	16.020	0.048588	vapor
452.00	36.490	1.0597	0.94364	30.102	33.546	104.72	34.854	47.684	502.41	0.70965	16.061	0.048730	vapor
453.00	36.490	1.0566	0.94647	30.140	33.593	104.83	34.858	47.643	503.14	0.70532	16.101	0.048872	vapor
454.00	36.490	1.0534	0.94930	30.177	33.641	104.93	34.863	47.603	503.86	0.70102	16.141	0.049015	vapor
455.00	36.490	1.0503	0.95212	30.214	33.689	105.04	34.869	47.565	504.58	0.69676	16.182	0.049158	vapor
456.00	36.490	1.0472	0.95494	30.252	33.736	105.14	34.875	47.527	505.29	0.69253	16.222	0.049302	vapor
457.00	36.490	1.0441	0.95776	30.289	33.784	105.24	34.882	47.491	506.01	0.68833	16.263	0.049447	vapor
458.00	36.490	1.0411	0.96056	30.326	33.831	105.35	34.890	47.456	506.72	0.68417	16.303	0.049591	vapor
459.00	36.490	1.0380	0.96337	30.363	33.879	105.45	34.897	47.422	507.43	0.68004	16.343	0.049736	vapor
460.00	36.490	1.0350	0.96617	30.400	33.926	105.55	34.906	47.389	508.13	0.67595	16.383	0.049882	vapor
461.00	36.490	1.0320	0.96896	30.438	33.973	105.66	34.915	47.358	508.83	0.67189	16.424	0.050028	vapor
462.00	36.490	1.0291	0.97175	30.475	34.021	105.76	34.924	47.327	509.53	0.66786	16.464	0.050174	vapor
463.00	36.490	1.0261	0.97454	30.512	34.068	105.86	34.934	47.298	510.23	0.66386	16.504	0.050321	vapor
464.00	36.490	1.0232	0.97732	30.549	34.115	105.96	34.944	47.269	510.92	0.65989	16.544	0.050468	vapor
465.00	36.490	1.0203	0.98009	30.586	34.163	106.07	34.954	47.242	511.62	0.65596	16.585	0.050615	vapor
466.00	36.490	1.0174	0.98287	30.623	34.210	106.17	34.966	47.216	512.31	0.65206	16.625	0.050763	vapor
467.00	36.490	1.0146	0.98563	30.660	34.257	106.27	34.977	47.190	512.99	0.64818	16.665	0.050911	vapor
468.00	36.490	1.0117	0.98840	30.697	34.304	106.37	34.989	47.166	513.68	0.64434	16.705	0.051060	vapor
469.00	36.490	1.0089	0.99116	30.735	34.351	106.47	35.001	47.142	514.36	0.64053	16.745	0.051209	vapor
470.00	36.490	1.0061	0.99391	30.772	34.398	106.57	35.014	47.120	515.04	0.63675	16.785	0.051358	vapor
471.00	36.490	1.0033	0.99666	30.809	34.446	106.67	35.027	47.098	515.72	0.63300	16.825	0.051508	vapor
472.00	36.490	1.0006	0.99941	30.846	34.493	106.77	35.041	47.077	516.39	0.62927	16.866	0.051658	vapor
473.00	36.490	0.99785	1.0022	30.883	34.540	106.87	35.055	47.057	517.06	0.62558	16.906	0.051808	vapor
474.00	36.490	0.99513	1.0049	30.920	34.587	106.97	35.069	47.038	517.73	0.62192	16.946	0.051958	vapor
475.00	36.490	0.99243	1.0076	30.957	34.634	107.07	35.084	47.020	518.40	0.61828	16.986	0.052109	vapor
476.00	36.490	0.98975	1.0104	30.994	34.681	107.17	35.099	47.002	519.07	0.61467	17.026	0.052260	vapor
477.00	36.490	0.98708	1.0131	31.031	34.728	107.27	35.114	46.986	519.73	0.61109	17.066	0.052411	vapor
478.00	36.490	0.98444	1.0158	31.068	34.775	107.36	35.130	46.970	520.39	0.60754	17.106	0.052563	vapor
479.00	36.490	0.98181	1.0185	31.105	34.822	107.46	35.146	46.955	521.05	0.60401	17.145	0.052715	vapor
480.00	36.490	0.97920	1.0212	31.142	34.869	107.56	35.162	46.940	521.71	0.60052	17.185	0.052867	vapor
481.00	36.490	0.97660	1.0240	31.179	34.916	107.66	35.179	46.927	522.36	0.59704	17.225	0.053019	vapor
482.00	36.490	0.97402	1.0267	31.216	34.962	107.76	35.196	46.914	523.02	0.59360	17.265	0.053172	vapor
483.00	36.490	0.97146	1.0294	31.253	35.009	107.85	35.213	46.902	523.67	0.59018	17.305	0.053325	vapor
484.00	36.490	0.96892	1.0321	31.290	35.056	107.95	35.231	46.890	524.32	0.58679	17.345	0.053478	vapor
485.00	36.490	0.96639	1.0348	31.327	35.103	108.05	35.249	46.880	524.96	0.58342	17.385	0.053631	vapor
486.00	36.490	0.96388	1.0375	31.364	35.150	108.14	35.267	46.870	525.61	0.58008	17.425	0.053784	vapor
487.00	36.490	0.96139	1.0402	31.401	35.197	108.24	35.286	46.860	526.25	0.57677	17.464	0.053938	vapor
488.00	36.490	0.95891	1.0429	31.438	35.244	108.34	35.304	46.851	526.89	0.57348	17.504	0.054092	vapor
489.00	36.490	0.95644	1.0455	31.475	35.291	108.43	35.324	46.843	527.53	0.57021	17.544	0.054246	vapor
490.00	36.490	0.95400	1.0482	31.512	35.337	108.53	35.343	46.836	528.17	0.56697	17.584	0.054400	vapor
491.00	36.490	0.95156	1.0509	31.550	35.384	108.62	35.363	46.829	528.80	0.56375	17.623	0.054554	vapor
492.00	36.490	0.94915	1.0536	31.587	35.431	108.72	35.383	46.823	529.44	0.56056	17.663	0.054709	vapor
493.00	36.490	0.94674	1.0563	31.624	35.478	108.81	35.403	46.817	530.07	0.55739	17.703	0.054864	vapor
494.00	36.490	0.94436	1.0589	31.661	35.525	108.91	35.423	46.812	530.70	0.55425	17.742	0.055018	vapor
495.00	36.490	0.94198	1.0616	31.698	35.572	109.00	35.444	46.808	531.33	0.55113	17.782	0.055173	vapor
496.00	36.490	0.93963	1.0643	31.735	35.618	109.10	35.465	46.804	531.95	0.54803	17.822	0.055328	vapor
497.00	36.490	0.93728	1.0669	31.772	35.665	109.19	35.486	46.800	532.58	0.54495	17.861	0.055484	vapor
498.00	36.490	0.93495	1.0696	31.809	35.712	109.29	35.508	46.798	533.20	0.54190	17.901	0.055639	vapor
499.00	36.490	0.93264	1.0722	31.846	35.759	109.38	35.530	46.795	533.82	0.53887	17.940	0.055794	vapor
500.00	36.490	0.93033	1.0749	31.883	35.806	109.47	35.552	46.794	534.44	0.53586	17.980	0.055950	vapor
501.00	36.490	0.92805	1.0775	31.920	35.852	109.57	35.574	46.792	535.06	0.53288	18.020	0.056105	vapor
502.00	36.490	0.92577	1.0802	31.958	35.899	109.66	35.596	46.792	535.67	0.52992	18.059	0.056261	vapor
503.00	36.490	0.92351	1.0828	31.995	35.946	109.75	35.619	46.792	536.28	0.52697	18.099	0.056417	vapor
504.00	36.490	0.92126	1.0855	32.032	35.993	109.85	35.642	46.792	536.90	0.52405	18.138	0.056573	vapor
505.00	36.490	0.91903	1.0881	32.069	36.040	109.94	35.665	46.793	537.51	0.52116	18.178	0.056728	vapor
506.00	36.490	0.91681	1.0907	32.106	36.086	110.03	35.688	46.794	538.12	0.51828	18.217	0.056884	vapor
507.00	36.490	0.91460	1.0934	32.143	36.133	110.12	35.712	46.796	538.72	0.51542	18.256	0.057040	vapor
508.00	36.490	0.91240	1.0960	32.181	36.180	110.22	35.735	46.798	539.33	0.51259	18.296	0.057196	vapor
509.00	36.490	0.91022	1.0986	32.218	36.227	110.31	35.759	46.801	539.93	0.50977	18.335	0.057352	vapor
510.00	36.490	0.90805	1.1013	32.255	36.274	110.40	35.784	46.804	540.54	0.50698	18.375	0.057509	vapor
511.00	36.490	0.90589	1.1039	32.292	36.320	110.49	35.808	46.807	541.14	0.50420	18.414	0.057665	vapor
512.00	36.490	0.90375	1.1065	32.329	36.367	110.58	35.832	46.811	541.74	0.50145	18.453	0.057821	vapor
513.00	36.490	0.90161	1.1091	32.367	36.414	110.67	35.857	46.816	542.33	0.49871	18.493	0.057977	vapor
514.00	36.490	0.89949	1.1117	32.404	36.461	110.77	35.882	46.821	542.93	0.49600	18.532	0.058133	vapor
515.00	36.490	0.89738	1.1144	32.441	36.508	110.86	35.907	46.826	543.52	0.49330	18.571	0.058289	vapor
516.00	36.490	0.89529	1.1170	32.479	36.554	110.95	35.932	46.832	544.12	0.49063	18.611	0.058445	vapor
517.00	36.490	0.89320	1.1196	32.516	36.601	111.04	35.958	46.838	544.71	0.48797	18.650	0.058601	vapor
518.00	36.490	0.89112	1.1222	32.553	36.648	111.13	35.984	46.844	545.30	0.48533	18.689	0.058757	vapor
519.00	36.490	0.88906	1.1248	32.591	36.695	111.22	36.009	46.851	545.89	0.48271	18.728	0.058913	vapor
520.00	36.490	0.88701	1.1274	32.628	36.742	111.31	36.035	46.858	546.48	0.48011	18.768	0.059069	vapor
521.00	36.490	0.88497	1.1300	32.665	36.789	111.40	36.061	46.866	547.06	0.47753	18.807	0.059225	vapor
522.00	36.490	0.88294	1.1326	32.703	36.836	111.49	36.088	46.874	547.65	0.47496	18.846	0.059380	vapor
523.00	36.490	0.88092	1.1352	32.740	36.882	111.58	36.114	46.882	548.23	0.47242	18.885	0.059536	vapor
524.00	36.490	0.87891	1.1378	32.778	36.929	111.67	36.141	46.891	548.81	0.46989	18.924	0.059692	vapor
525.00	36.490	0.87692	1.1404	32.815	36.976	111.76	36.168	46.900	549.39	0.46738	18.964	0.059847	vapor
526.00	36.490	0.87493	1.1429	32.852	37.023	111.85	36.195	46.909	549.97	0.46489	19.003	0.060003	vapor
527.00	36.490	0.87296	1.1455	32.890	37.070	111.94	36.222	46.919	550.55	0.46241	19.042	0.060158	vapor
528.00	36.490	0.87099	1.1481	32.927	37.117	112.02	36.249	46.929	551.13	0.45995	19.081	0.060313	vapor
529.00	36.490	0.86904	1.1507	32.965	37.164	112.11	36.277	46.940	551.70	0.45751	19.120	0.060469	vapor
530.00	36.490	0.86709	1.1533	33.002	37.211	112.20	36.304	46.951	552.27	0.45509	19.159	0.060624	vapor
531.00	36.490	0.86516	1.1559	33.040	37.258	112.29	36.332	46.962	552.85	0.45268	19.198	0.060779	vapor
532.00	36.490	0.86323	1.1584	33.078	37.305	112.38	36.360	46.973	553.42	0.45029	19.237	0.060933	vapor
533.00	36.490	0.86132	1.1610	33.115	37.352	112.47	36.388	46.985	553.99	0.44792	19.276	0.061088	vapor
534.00	36.490	0.85942	1.1636	33.153	37.399	112.56	36.416	46.997	554.56	0.44556	19.315	0.061243	vapor
535.00	36.490	0.85752	1.1662	33.190	37.446	112.64	36.444	47.009	555.12	0.44322	19.354	0.061397	vapor
536.00	36.490	0.85564	1.1687	33.228	37.493	112.73	36.473	47.022	555.69	0.44090	19.393	0.061551	vapor
537.00	36.490	0.85376	1.1713	33.266	37.540	112.82	36.501	47.035	556.25	0.43859	19.432	0.061705	vapor
538.00	36.490	0.85190	1.1738	33.303	37.587	112.91	36.530	47.048	556.82	0.43629	19.471	0.061859	vapor
539.00	36.490	0.85004	1.1764	33.341	37.634	112.99	36.559	47.062	557.38	0.43402	19.510	0.062013	vapor
540.00	36.490	0.84820	1.1790	33.379	37.681	113.08	36.588	47.076	557.94	0.43175	19.549	0.062166	vapor
541.00	36.490	0.84636	1.1815	33.417	37.728	113.17	36.617	47.090	558.50	0.42951	19.587	0.062320	vapor
542.00	36.490	0.84453	1.1841	33.454	37.775	113.26	36.646	47.104	559.06	0.42728	19.626	0.062473	vapor
543.00	36.490	0.84271	1.1866	33.492	37.822	113.34	36.675	47.119	559.62	0.42506	19.665	0.062626	vapor
544.00	36.490	0.84090	1.1892	33.530	37.869	113.43	36.705	47.134	560.17	0.42286	19.704	0.062779	vapor
545.00	36.490	0.83910	1.1917	33.568	37.916	113.52	36.734	47.149	560.73	0.42067	19.743	0.062931	vapor
546.00	36.490	0.83731	1.1943	33.606	37.964	113.60	36.764	47.164	561.28	0.41850	19.782	0.063083	vapor
547.00	36.490	0.83553	1.1968	33.643	38.011	113.69	36.794	47.180	561.83	0.41634	19.820	0.063236	vapor
548.00	36.490	0.83376	1.1994	33.681	38.058	113.77	36.824	47.196	562.39	0.41420	19.859	0.063387	vapor
549.00	36.490	0.83199	1.2019	33.719	38.105	113.86	36.854	47.212	562.94	0.41207	19.898	0.063539	vapor
550.00	36.490	0.83023	1.2045	33.757	38.152	113.95	36.884	47.229	563.48	0.40996	19.936	0.063690	vapor
551.00	36.490	0.82849	1.2070	33.795	38.200	114.03	36.914	47.246	564.03	0.40786	19.975	0.063842	vapor
552.00	36.490	0.82675	1.2096	33.833	38.247	114.12	36.945	47.263	564.58	0.40578	20.014	0.063992	vapor
553.00	36.490	0.82502	1.2121	33.871	38.294	114.20	36.975	47.280	565.13	0.40370	20.053	0.064143	vapor
554.00	36.490	0.82329	1.2146	33.909	38.341	114.29	37.006	47.297	565.67	0.40165	20.091	0.064293	vapor
555.00	36.490	0.82158	1.2172	33.947	38.389	114.37	37.036	47.315	566.21	0.39960	20.130	0.064444	vapor
556.00	36.490	0.81987	1.2197	33.985	38.436	114.46	37.067	47.333	566.76	0.39757	20.168	0.064593	vapor
557.00	36.490	0.81817	1.2222	34.023	38.483	114.54	37.098	47.351	567.30	0.39556	20.207	0.064743	vapor
558.00	36.490	0.81648	1.2248	34.062	38.531	114.63	37.129	47.369	567.84	0.39355	20.246	0.064892	vapor
559.00	36.490	0.81480	1.2273	34.100	38.578	114.71	37.160	47.388	568.38	0.39156	20.284	0.065041	vapor
560.00	36.490	0.81313	1.2298	34.138	38.626	114.80	37.191	47.407	568.92	0.38958	20.323	0.065190	vapor
561.00	36.490	0.81146	1.2323	34.176	38.673	114.88	37.222	47.426	569.45	0.38762	20.361	0.065338	vapor
562.00	36.490	0.80980	1.2349	34.214	38.720	114.97	37.254	47.445	569.99	0.38567	20.400	0.065486	vapor
563.00	36.490	0.80815	1.2374	34.253	38.768	115.05	37.285	47.464	570.53	0.38373	20.438	0.065634	vapor
564.00	36.490	0.80651	1.2399	34.291	38.815	115.14	37.317	47.484	571.06	0.38180	20.477	0.065781	vapor
565.00	36.490	0.80488	1.2424	34.329	38.863	115.22	37.349	47.504	571.59	0.37989	20.515	0.065928	vapor
566.00	36.490	0.80325	1.2449	34.368	38.910	115.30	37.380	47.524	572.13	0.37799	20.554	0.066075	vapor
567.00	36.490	0.80163	1.2475	34.406	38.958	115.39	37.412	47.544	572.66	0.37610	20.592	0.066221	vapor
568.00	36.490	0.80001	1.2500	34.444	39.005	115.47	37.444	47.565	573.19	0.37422	20.631	0.066367	vapor
569.00	36.490	0.79841	1.2525	34.483	39.053	115.56	37.476	47.585	573.72	0.37236	20.669	0.066513	vapor
570.00	36.490	0.79681	1.2550	34.521	39.101	115.64	37.508	47.606	574.24	0.37051	20.708	0.066658	vapor
571.00	36.490	0.79522	1.2575	34.560	39.148	115.72	37.540	47.627	574.77	0.36867	20.746	0.066803	vapor
572.00	36.490	0.79364	1.2600	34.598	39.196	115.81	37.573	47.648	575.30	0.36684	20.784	0.066948	vapor
573.00	36.490	0.79206	1.2625	34.637	39.244	115.89	37.605	47.670	575.82	0.36502	20.823	0.067092	vapor
574.00	36.490	0.79049	1.2650	34.675	39.291	115.97	37.637	47.691	576.35	0.36322	20.861	0.067236	vapor
575.00	36.490	0.78893	1.2675	34.714	39.339	116.06	37.670	47.713	576.87	0.36142	20.899	0.067379	vapor
576.00	36.490	0.78737	1.2700	34.752	39.387	116.14	37.702	47.735	577.39	0.35964	20.938	0.067522	vapor
577.00	36.490	0.78583	1.2725	34.791	39.434	116.22	37.735	47.757	577.92	0.35787	20.976	0.067665	vapor
578.00	36.490	0.78428	1.2750	34.829	39.482	116.30	37.768	47.779	578.44	0.35611	21.014	0.067807	vapor
579.00	36.490	0.78275	1.2775	34.868	39.530	116.39	37.801	47.802	578.96	0.35436	21.052	0.067949	vapor
580.00	36.490	0.78122	1.2800	34.907	39.578	116.47	37.834	47.824	579.47	0.35263	21.091	0.068090	vapor
581.00	36.490	0.77970	1.2825	34.946	39.626	116.55	37.867	47.847	579.99	0.35090	21.129	0.068231	vapor
582.00	36.490	0.77819	1.2850	34.984	39.673	116.63	37.900	47.870	580.51	0.34919	21.167	0.068372	vapor
583.00	36.490	0.77668	1.2875	35.023	39.721	116.72	37.933	47.893	581.03	0.34748	21.205	0.068512	vapor
584.00	36.490	0.77518	1.2900	35.062	39.769	116.80	37.966	47.916	581.54	0.34579	21.244	0.068651	vapor
585.00	36.490	0.77368	1.2925	35.101	39.817	116.88	37.999	47.939	582.05	0.34410	21.282	0.068790	vapor
586.00	36.490	0.77219	1.2950	35.140	39.865	116.96	38.032	47.963	582.57	0.34243	21.320	0.068929	vapor
587.00	36.490	0.77071	1.2975	35.178	39.913	117.04	38.066	47.987	583.08	0.34077	21.358	0.069067	vapor
588.00	36.490	0.76924	1.3000	35.217	39.961	117.13	38.099	48.011	583.59	0.33912	21.396	0.069205	vapor
589.00	36.490	0.76777	1.3025	35.256	40.009	117.21	38.133	48.035	584.10	0.33748	21.434	0.069342	vapor
590.00	36.490	0.76631	1.3050	35.295	40.057	117.29	38.166	48.059	584.61	0.33585	21.472	0.069479	vapor
591.00	36.490	0.76485	1.3074	35.334	40.105	117.37	38.200	48.083	585.12	0.33423	21.510	0.069616	vapor
592.00	36.490	0.76340	1.3099	35.373	40.153	117.45	38.234	48.108	585.63	0.33262	21.548	0.069751	vapor
593.00	36.490	0.76196	1.3124	35.412	40.201	117.53	38.268	48.132	586.14	0.33102	21.586	0.069887	vapor
594.00	36.490	0.76052	1.3149	35.452	40.250	117.61	38.301	48.157	586.64	0.32942	21.625	0.070021	vapor
595.00	36.490	0.75909	1.3174	35.491	40.298	117.70	38.335	48.182	587.15	0.32784	21.663	0.070156	vapor
596.00	36.490	0.75766	1.3199	35.530	40.346	117.78	38.369	48.207	587.65	0.32627	21.701	0.070290	vapor
597.00	36.490	0.75624	1.3223	35.569	40.394	117.86	38.403	48.232	588.16	0.32471	21.739	0.070423	vapor
598.00	36.490	0.75483	1.3248	35.608	40.442	117.94	38.437	48.257	588.66	0.32316	21.777	0.070556	vapor
599.00	36.490	0.75342	1.3273	35.647	40.491	118.02	38.471	48.283	589.16	0.32162	21.814	0.070688	vapor
600.00	36.490	0.75202	1.3298	35.687	40.539	118.10	38.506	48.308	589.67	0.32008	21.852	0.070819	vapor
601.00	36.490	0.75062	1.3322	35.726	40.587	118.18	38.540	48.334	590.17	0.31856	21.890	0.070951	vapor
602.00	36.490	0.74923	1.3347	35.765	40.636	118.26	38.574	48.360	590.67	0.31705	21.928	0.071081	vapor
603.00	36.490	0.74785	1.3372	35.805	40.684	118.34	38.609	48.386	591.17	0.31554	21.966	0.071211	vapor
604.00	36.490	0.74647	1.3396	35.844	40.732	118.42	38.643	48.412	591.66	0.31405	22.004	0.071341	vapor
605.00	36.490	0.74509	1.3421	35.883	40.781	118.50	38.678	48.438	592.16	0.31256	22.042	0.071469	vapor
606.00	36.490	0.74373	1.3446	35.923	40.829	118.58	38.712	48.464	592.66	0.31108	22.080	0.071598	vapor
607.00	36.490	0.74236	1.3470	35.962	40.878	118.66	38.747	48.490	593.16	0.30961	22.118	0.071725	vapor
608.00	36.490	0.74101	1.3495	36.002	40.926	118.74	38.781	48.517	593.65	0.30815	22.155	0.071853	vapor
609.00	36.490	0.73966	1.3520	36.041	40.975	118.82	38.816	48.544	594.14	0.30670	22.193	0.071979	vapor
610.00	36.490	0.73831	1.3544	36.081	41.023	118.90	38.851	48.570	594.64	0.30526	22.231	0.072105	vapor
611.00	36.490	0.73697	1.3569	36.121	41.072	118.98	38.886	48.597	595.13	0.30383	22.269	0.072230	vapor
612.00	36.490	0.73564	1.3594	36.160	41.121	119.06	38.920	48.624	595.62	0.30240	22.307	0.072355	vapor
613.00	36.490	0.73431	1.3618	36.200	41.169	119.14	38.955	48.651	596.12	0.30099	22.344	0.072479	vapor
614.00	36.490	0.73298	1.3643	36.240	41.218	119.22	38.990	48.679	596.61	0.29958	22.382	0.072602	vapor
615.00	36.490	0.73166	1.3667	36.279	41.267	119.30	39.025	48.706	597.10	0.29818	22.420	0.072725	vapor
616.00	36.490	0.73035	1.3692	36.319	41.315	119.38	39.060	48.733	597.59	0.29679	22.457	0.072847	vapor
617.00	36.490	0.72904	1.3717	36.359	41.364	119.45	39.095	48.761	598.07	0.29541	22.495	0.072969	vapor
618.00	36.490	0.72774	1.3741	36.399	41.413	119.53	39.130	48.789	598.56	0.29403	22.533	0.073090	vapor
619.00	36.490	0.72644	1.3766	36.438	41.462	119.61	39.166	48.816	599.05	0.29266	22.571	0.073210	vapor
620.00	36.490	0.72515	1.3790	36.478	41.510	119.69	39.201	48.844	599.54	0.29131	22.608	0.073329	vapor
621.00	36.490	0.72386	1.3815	36.518	41.559	119.77	39.236	48.872	600.02	0.28996	22.646	0.073448	vapor
622.00	36.490	0.72258	1.3839	36.558	41.608	119.85	39.271	48.900	600.51	0.28861	22.683	0.073566	vapor
623.00	36.490	0.72130	1.3864	36.598	41.657	119.93	39.307	48.928	600.99	0.28728	22.721	0.073684	vapor
624.00	36.490	0.72003	1.3888	36.638	41.706	120.01	39.342	48.957	601.47	0.28595	22.759	0.073801	vapor
625.00	36.490	0.71876	1.3913	36.678	41.755	120.08	39.378	48.985	601.96	0.28463	22.796	0.073917	vapor
626.00	36.490	0.71750	1.3937	36.718	41.804	120.16	39.413	49.014	602.44	0.28332	22.834	0.074032	vapor
627.00	36.490	0.71624	1.3962	36.758	41.853	120.24	39.449	49.042	602.92	0.28202	22.871	0.074147	vapor
628.00	36.490	0.71499	1.3986	36.798	41.902	120.32	39.484	49.071	603.40	0.28072	22.909	0.074261	vapor
629.00	36.490	0.71374	1.4011	36.839	41.951	120.40	39.520	49.099	603.88	0.27944	22.946	0.074374	vapor
630.00	36.490	0.71249	1.4035	36.879	42.000	120.48	39.555	49.128	604.36	0.27816	22.984	0.074487	vapor
631.00	36.490	0.71126	1.4060	36.919	42.049	120.55	39.591	49.157	604.84	0.27688	23.021	0.074598	vapor
632.00	36.490	0.71002	1.4084	36.959	42.099	120.63	39.627	49.186	605.32	0.27562	23.059	0.074709	vapor
633.00	36.490	0.70879	1.4109	37.000	42.148	120.71	39.662	49.215	605.79	0.27436	23.096	0.074820	vapor
634.00	36.490	0.70757	1.4133	37.040	42.197	120.79	39.698	49.245	606.27	0.27311	23.134	0.074929	vapor
635.00	36.490	0.70635	1.4157	37.080	42.246	120.86	39.734	49.274	606.75	0.27186	23.171	0.075038	vapor
636.00	36.490	0.70513	1.4182	37.121	42.296	120.94	39.770	49.303	607.22	0.27063	23.209	0.075146	vapor
637.00	36.490	0.70392	1.4206	37.161	42.345	121.02	39.806	49.333	607.70	0.26940	23.246	0.075253	vapor
638.00	36.490	0.70272	1.4231	37.202	42.394	121.10	39.842	49.362	608.17	0.26818	23.284	0.075360	vapor
639.00	36.490	0.70151	1.4255	37.242	42.444	121.17	39.878	49.392	608.65	0.26696	23.321	0.075465	vapor
640.00	36.490	0.70032	1.4279	37.283	42.493	121.25	39.914	49.421	609.12	0.26575	23.358	0.075570	vapor
641.00	36.490	0.69912	1.4304	37.323	42.542	121.33	39.950	49.451	609.59	0.26455	23.396	0.075674	vapor
642.00	36.490	0.69794	1.4328	37.364	42.592	121.41	39.986	49.481	610.06	0.26336	23.433	0.075777	vapor
643.00	36.490	0.69675	1.4352	37.404	42.641	121.48	40.022	49.511	610.53	0.26217	23.470	0.075880	vapor
