Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
108.00	45.750	21.098	0.047397	-5.4603	-5.2435	-38.239	47.745	70.625	1902.7	-0.054813	699.09	0.24359	liquid
109.00	45.750	21.063	0.047478	-5.3900	-5.1728	-37.588	47.643	70.636	1895.6	-0.054749	678.30	0.24272	liquid
110.00	45.750	21.027	0.047559	-5.3198	-5.1022	-36.943	47.535	70.637	1888.5	-0.054694	658.50	0.24185	liquid
111.00	45.750	20.991	0.047640	-5.2495	-5.0315	-36.304	47.423	70.629	1881.3	-0.054645	639.64	0.24097	liquid
112.00	45.750	20.955	0.047722	-5.1793	-4.9609	-35.671	47.308	70.612	1874.2	-0.054603	621.65	0.24008	liquid
113.00	45.750	20.919	0.047804	-5.1090	-4.8903	-35.043	47.189	70.589	1867.1	-0.054566	604.50	0.23919	liquid
114.00	45.750	20.883	0.047886	-5.0388	-4.8198	-34.421	47.068	70.560	1859.9	-0.054532	588.11	0.23830	liquid
115.00	45.750	20.847	0.047969	-4.9687	-4.7492	-33.805	46.945	70.527	1852.7	-0.054502	572.46	0.23740	liquid
116.00	45.750	20.811	0.048052	-4.8985	-4.6787	-33.195	46.821	70.490	1845.5	-0.054474	557.49	0.23649	liquid
117.00	45.750	20.775	0.048135	-4.8284	-4.6082	-32.590	46.697	70.449	1838.3	-0.054447	543.17	0.23558	liquid
118.00	45.750	20.739	0.048219	-4.7584	-4.5378	-31.990	46.572	70.407	1831.1	-0.054422	529.46	0.23466	liquid
119.00	45.750	20.703	0.048303	-4.6884	-4.4674	-31.396	46.448	70.363	1823.9	-0.054397	516.33	0.23375	liquid
120.00	45.750	20.667	0.048387	-4.6184	-4.3971	-30.808	46.324	70.318	1816.7	-0.054372	503.74	0.23282	liquid
121.00	45.750	20.630	0.048472	-4.5485	-4.3268	-30.224	46.201	70.273	1809.5	-0.054346	491.66	0.23190	liquid
122.00	45.750	20.594	0.048557	-4.4787	-4.2565	-29.646	46.079	70.227	1802.3	-0.054319	480.07	0.23097	liquid
123.00	45.750	20.558	0.048643	-4.4089	-4.1863	-29.073	45.958	70.182	1795.1	-0.054290	468.93	0.23004	liquid
124.00	45.750	20.522	0.048729	-4.3391	-4.1162	-28.505	45.840	70.138	1787.9	-0.054260	458.23	0.22910	liquid
125.00	45.750	20.486	0.048815	-4.2694	-4.0460	-27.942	45.722	70.095	1780.7	-0.054228	447.94	0.22816	liquid
126.00	45.750	20.449	0.048902	-4.1997	-3.9760	-27.383	45.607	70.053	1773.4	-0.054193	438.04	0.22722	liquid
127.00	45.750	20.413	0.048989	-4.1301	-3.9059	-26.830	45.494	70.013	1766.2	-0.054156	428.51	0.22627	liquid
128.00	45.750	20.377	0.049076	-4.0605	-3.8359	-26.281	45.384	69.974	1759.0	-0.054116	419.33	0.22533	liquid
129.00	45.750	20.340	0.049164	-3.9909	-3.7660	-25.736	45.275	69.938	1751.8	-0.054073	410.49	0.22438	liquid
130.00	45.750	20.304	0.049252	-3.9214	-3.6961	-25.197	45.169	69.904	1744.5	-0.054027	401.95	0.22343	liquid
131.00	45.750	20.267	0.049340	-3.8519	-3.6262	-24.661	45.065	69.872	1737.3	-0.053977	393.72	0.22247	liquid
132.00	45.750	20.231	0.049429	-3.7825	-3.5563	-24.130	44.964	69.843	1730.1	-0.053924	385.78	0.22152	liquid
133.00	45.750	20.194	0.049519	-3.7130	-3.4865	-23.603	44.866	69.816	1722.8	-0.053867	378.10	0.22056	liquid
134.00	45.750	20.158	0.049609	-3.6437	-3.4167	-23.080	44.770	69.792	1715.6	-0.053806	370.69	0.21960	liquid
135.00	45.750	20.121	0.049699	-3.5743	-3.3469	-22.561	44.676	69.771	1708.4	-0.053742	363.52	0.21864	liquid
136.00	45.750	20.085	0.049789	-3.5049	-3.2772	-22.046	44.586	69.752	1701.1	-0.053673	356.59	0.21768	liquid
137.00	45.750	20.048	0.049880	-3.4356	-3.2074	-21.535	44.498	69.737	1693.9	-0.053601	349.88	0.21672	liquid
138.00	45.750	20.011	0.049972	-3.3663	-3.1377	-21.028	44.412	69.724	1686.6	-0.053524	343.39	0.21575	liquid
139.00	45.750	19.975	0.050064	-3.2970	-3.0680	-20.525	44.330	69.714	1679.4	-0.053444	337.10	0.21479	liquid
140.00	45.750	19.938	0.050156	-3.2277	-2.9982	-20.025	44.250	69.708	1672.2	-0.053359	331.00	0.21382	liquid
141.00	45.750	19.901	0.050249	-3.1584	-2.9285	-19.529	44.172	69.704	1664.9	-0.053269	325.09	0.21285	liquid
142.00	45.750	19.864	0.050342	-3.0892	-2.8588	-19.036	44.097	69.703	1657.7	-0.053176	319.36	0.21188	liquid
143.00	45.750	19.827	0.050436	-3.0199	-2.7891	-18.547	44.025	69.705	1650.4	-0.053078	313.80	0.21091	liquid
144.00	45.750	19.790	0.050530	-2.9506	-2.7194	-18.061	43.955	69.710	1643.2	-0.052976	308.40	0.20994	liquid
145.00	45.750	19.753	0.050625	-2.8813	-2.6497	-17.579	43.888	69.718	1635.9	-0.052870	303.16	0.20897	liquid
146.00	45.750	19.716	0.050720	-2.8120	-2.5800	-17.100	43.823	69.729	1628.7	-0.052759	298.07	0.20800	liquid
147.00	45.750	19.679	0.050816	-2.7427	-2.5103	-16.624	43.761	69.743	1621.4	-0.052644	293.12	0.20703	liquid
148.00	45.750	19.642	0.050912	-2.6734	-2.4405	-16.151	43.701	69.760	1614.2	-0.052524	288.31	0.20606	liquid
149.00	45.750	19.605	0.051008	-2.6041	-2.3707	-15.681	43.644	69.780	1606.9	-0.052400	283.63	0.20509	liquid
150.00	45.750	19.567	0.051106	-2.5348	-2.3009	-15.214	43.589	69.802	1599.7	-0.052271	279.07	0.20411	liquid
151.00	45.750	19.530	0.051203	-2.4654	-2.2311	-14.750	43.536	69.828	1592.4	-0.052138	274.64	0.20314	liquid
152.00	45.750	19.493	0.051302	-2.3960	-2.1613	-14.289	43.486	69.856	1585.2	-0.052001	270.33	0.20217	liquid
153.00	45.750	19.455	0.051400	-2.3266	-2.0914	-13.831	43.437	69.887	1577.9	-0.051859	266.12	0.20120	liquid
154.00	45.750	19.418	0.051500	-2.2571	-2.0215	-13.376	43.392	69.921	1570.7	-0.051713	262.03	0.20022	liquid
155.00	45.750	19.380	0.051600	-2.1876	-1.9516	-12.923	43.348	69.958	1563.4	-0.051562	258.04	0.19925	liquid
156.00	45.750	19.342	0.051700	-2.1181	-1.8816	-12.473	43.306	69.997	1556.2	-0.051407	254.14	0.19828	liquid
157.00	45.750	19.305	0.051801	-2.0486	-1.8116	-12.026	43.267	70.039	1548.9	-0.051247	250.35	0.19731	liquid
158.00	45.750	19.267	0.051903	-1.9790	-1.7415	-11.581	43.229	70.084	1541.7	-0.051083	246.64	0.19634	liquid
159.00	45.750	19.229	0.052005	-1.9093	-1.6714	-11.138	43.194	70.131	1534.4	-0.050914	243.03	0.19537	liquid
160.00	45.750	19.191	0.052108	-1.8396	-1.6013	-10.699	43.161	70.181	1527.2	-0.050741	239.50	0.19440	liquid
161.00	45.750	19.153	0.052211	-1.7699	-1.5310	-10.261	43.130	70.234	1519.9	-0.050563	236.05	0.19343	liquid
162.00	45.750	19.115	0.052315	-1.7001	-1.4608	-9.8261	43.100	70.289	1512.6	-0.050380	232.68	0.19246	liquid
163.00	45.750	19.077	0.052420	-1.6303	-1.3905	-9.3934	43.073	70.346	1505.4	-0.050194	229.39	0.19149	liquid
164.00	45.750	19.038	0.052525	-1.5604	-1.3201	-8.9629	43.047	70.406	1498.1	-0.050002	226.17	0.19052	liquid
165.00	45.750	19.000	0.052631	-1.4904	-1.2497	-8.5347	43.023	70.469	1490.9	-0.049806	223.03	0.18955	liquid
166.00	45.750	18.962	0.052738	-1.4204	-1.1792	-8.1087	43.001	70.534	1483.6	-0.049606	219.95	0.18859	liquid
167.00	45.750	18.923	0.052845	-1.3504	-1.1086	-7.6849	42.981	70.601	1476.3	-0.049400	216.94	0.18762	liquid
168.00	45.750	18.885	0.052953	-1.2802	-1.0380	-7.2632	42.963	70.671	1469.1	-0.049191	214.00	0.18666	liquid
169.00	45.750	18.846	0.053062	-1.2100	-0.96724	-6.8436	42.946	70.743	1461.8	-0.048976	211.12	0.18569	liquid
170.00	45.750	18.807	0.053171	-1.1397	-0.89646	-6.4260	42.931	70.818	1454.5	-0.048757	208.29	0.18473	liquid
171.00	45.750	18.768	0.053281	-1.0694	-0.82561	-6.0104	42.918	70.895	1447.3	-0.048533	205.53	0.18378	liquid
172.00	45.750	18.730	0.053392	-0.99894	-0.75467	-5.5968	42.906	70.974	1440.0	-0.048304	202.82	0.18283	liquid
173.00	45.750	18.691	0.053503	-0.92843	-0.68366	-5.1851	42.896	71.056	1432.7	-0.048071	200.17	0.18187	liquid
174.00	45.750	18.651	0.053615	-0.85785	-0.61256	-4.7753	42.888	71.140	1425.4	-0.047833	197.57	0.18092	liquid
175.00	45.750	18.612	0.053728	-0.78718	-0.54138	-4.3674	42.881	71.226	1418.2	-0.047590	195.02	0.17997	liquid
176.00	45.750	18.573	0.053842	-0.71643	-0.47011	-3.9613	42.875	71.315	1410.9	-0.047342	192.52	0.17901	liquid
177.00	45.750	18.533	0.053956	-0.64560	-0.39875	-3.5570	42.871	71.405	1403.6	-0.047089	190.07	0.17806	liquid
178.00	45.750	18.494	0.054072	-0.57467	-0.32730	-3.1544	42.869	71.498	1396.3	-0.046831	187.66	0.17712	liquid
179.00	45.750	18.454	0.054188	-0.50366	-0.25575	-2.7536	42.868	71.594	1389.0	-0.046569	185.30	0.17617	liquid
180.00	45.750	18.415	0.054305	-0.43255	-0.18411	-2.3545	42.868	71.691	1381.7	-0.046301	182.99	0.17522	liquid
181.00	45.750	18.375	0.054422	-0.36135	-0.11237	-1.9571	42.870	71.791	1374.5	-0.046028	180.71	0.17428	liquid
182.00	45.750	18.335	0.054541	-0.29005	-0.040525	-1.5612	42.873	71.893	1367.2	-0.045750	178.48	0.17333	liquid
183.00	45.750	18.295	0.054660	-0.21865	0.031420	-1.1670	42.878	71.997	1359.9	-0.045466	176.29	0.17239	liquid
184.00	45.750	18.255	0.054780	-0.14715	0.10347	-0.77437	42.884	72.103	1352.6	-0.045178	174.13	0.17145	liquid
185.00	45.750	18.214	0.054902	-0.075548	0.17563	-0.38327	42.892	72.212	1345.3	-0.044884	172.02	0.17051	liquid
186.00	45.750	18.174	0.055024	-0.0038387	0.24789	0.0063121	42.900	72.323	1338.0	-0.044584	169.94	0.16958	liquid
187.00	45.750	18.134	0.055147	0.067978	0.32027	0.39441	42.910	72.436	1330.7	-0.044279	167.89	0.16864	liquid
188.00	45.750	18.093	0.055270	0.13991	0.39277	0.78104	42.922	72.551	1323.4	-0.043969	165.88	0.16771	liquid
189.00	45.750	18.052	0.055395	0.21194	0.46538	1.1662	42.934	72.669	1316.1	-0.043652	163.91	0.16678	liquid
190.00	45.750	18.011	0.055521	0.28410	0.53811	1.5500	42.948	72.789	1308.8	-0.043330	161.96	0.16585	liquid
191.00	45.750	17.970	0.055648	0.35637	0.61096	1.9324	42.963	72.911	1301.4	-0.043002	160.05	0.16492	liquid
192.00	45.750	17.929	0.055775	0.42876	0.68393	2.3135	42.979	73.035	1294.1	-0.042668	158.17	0.16399	liquid
193.00	45.750	17.888	0.055904	0.50127	0.75703	2.6932	42.997	73.162	1286.8	-0.042329	156.32	0.16307	liquid
194.00	45.750	17.846	0.056034	0.57390	0.83025	3.0717	43.016	73.291	1279.5	-0.041983	154.50	0.16215	liquid
195.00	45.750	17.805	0.056164	0.64666	0.90361	3.4488	43.035	73.422	1272.1	-0.041630	152.71	0.16123	liquid
196.00	45.750	17.763	0.056296	0.71954	0.97710	3.8247	43.057	73.556	1264.8	-0.041272	150.95	0.16031	liquid
197.00	45.750	17.721	0.056429	0.79256	1.0507	4.1994	43.079	73.692	1257.5	-0.040907	149.21	0.15939	liquid
198.00	45.750	17.679	0.056563	0.86571	1.1245	4.5729	43.102	73.830	1250.1	-0.040535	147.50	0.15848	liquid
199.00	45.750	17.637	0.056698	0.93899	1.1984	4.9452	43.127	73.971	1242.8	-0.040156	145.81	0.15757	liquid
200.00	45.750	17.595	0.056834	1.0124	1.2724	5.3163	43.152	74.114	1235.4	-0.039771	144.15	0.15666	liquid
201.00	45.750	17.553	0.056972	1.0860	1.3466	5.6863	43.179	74.259	1228.1	-0.039379	142.52	0.15575	liquid
202.00	45.750	17.510	0.057110	1.1597	1.4209	6.0552	43.207	74.407	1220.7	-0.038979	140.91	0.15484	liquid
203.00	45.750	17.467	0.057250	1.2335	1.4954	6.4230	43.236	74.558	1213.4	-0.038572	139.32	0.15394	liquid
204.00	45.750	17.424	0.057391	1.3075	1.5701	6.7898	43.266	74.711	1206.0	-0.038158	137.75	0.15304	liquid
205.00	45.750	17.381	0.057533	1.3816	1.6448	7.1555	43.298	74.867	1198.6	-0.037736	136.21	0.15214	liquid
206.00	45.750	17.338	0.057677	1.4559	1.7198	7.5202	43.330	75.025	1191.2	-0.037307	134.68	0.15124	liquid
207.00	45.750	17.295	0.057821	1.5304	1.7949	7.8839	43.363	75.186	1183.8	-0.036869	133.18	0.15035	liquid
208.00	45.750	17.251	0.057968	1.6050	1.8702	8.2466	43.398	75.349	1176.4	-0.036423	131.70	0.14945	liquid
209.00	45.750	17.207	0.058115	1.6797	1.9456	8.6084	43.433	75.515	1169.0	-0.035969	130.24	0.14856	liquid
210.00	45.750	17.163	0.058264	1.7546	2.0212	8.9693	43.470	75.684	1161.6	-0.035506	128.80	0.14767	liquid
211.00	45.750	17.119	0.058414	1.8297	2.0970	9.3292	43.507	75.856	1154.2	-0.035035	127.38	0.14679	liquid
212.00	45.750	17.075	0.058566	1.9050	2.1729	9.6883	43.546	76.031	1146.8	-0.034554	125.97	0.14590	liquid
213.00	45.750	17.030	0.058719	1.9804	2.2490	10.047	43.585	76.209	1139.4	-0.034064	124.59	0.14502	liquid
214.00	45.750	16.986	0.058873	2.0560	2.3253	10.404	43.626	76.389	1131.9	-0.033565	123.22	0.14414	liquid
215.00	45.750	16.941	0.059029	2.1318	2.4018	10.760	43.668	76.573	1124.5	-0.033056	121.87	0.14326	liquid
216.00	45.750	16.896	0.059187	2.2077	2.4785	11.116	43.711	76.760	1117.0	-0.032537	120.54	0.14239	liquid
217.00	45.750	16.850	0.059346	2.2838	2.5553	11.471	43.754	76.950	1109.6	-0.032008	119.22	0.14152	liquid
218.00	45.750	16.805	0.059507	2.3601	2.6324	11.825	43.799	77.143	1102.1	-0.031468	117.92	0.14065	liquid
219.00	45.750	16.759	0.059669	2.4366	2.7096	12.179	43.845	77.340	1094.6	-0.030918	116.63	0.13978	liquid
220.00	45.750	16.713	0.059833	2.5133	2.7871	12.532	43.891	77.539	1087.1	-0.030356	115.36	0.13891	liquid
221.00	45.750	16.667	0.059999	2.5902	2.8647	12.884	43.939	77.743	1079.6	-0.029783	114.11	0.13805	liquid
222.00	45.750	16.620	0.060167	2.6673	2.9425	13.235	43.988	77.950	1072.1	-0.029198	112.87	0.13718	liquid
223.00	45.750	16.574	0.060336	2.7446	3.0206	13.586	44.038	78.160	1064.6	-0.028601	111.65	0.13633	liquid
224.00	45.750	16.527	0.060507	2.8220	3.0989	13.936	44.088	78.375	1057.1	-0.027991	110.43	0.13547	liquid
225.00	45.750	16.480	0.060681	2.8997	3.1774	14.286	44.140	78.593	1049.5	-0.027369	109.24	0.13461	liquid
226.00	45.750	16.432	0.060856	2.9776	3.2561	14.635	44.193	78.815	1042.0	-0.026733	108.05	0.13376	liquid
227.00	45.750	16.385	0.061033	3.0558	3.3350	14.983	44.247	79.041	1034.4	-0.026083	106.88	0.13291	liquid
228.00	45.750	16.337	0.061212	3.1341	3.4141	15.331	44.301	79.272	1026.8	-0.025419	105.73	0.13206	liquid
229.00	45.750	16.289	0.061393	3.2127	3.4935	15.679	44.357	79.506	1019.2	-0.024741	104.58	0.13121	liquid
230.00	45.750	16.240	0.061576	3.2914	3.5732	16.026	44.414	79.745	1011.6	-0.024047	103.45	0.13037	liquid
231.00	45.750	16.191	0.061762	3.3705	3.6530	16.372	44.471	79.989	1004.0	-0.023338	102.33	0.12953	liquid
232.00	45.750	16.142	0.061949	3.4497	3.7331	16.718	44.530	80.237	996.38	-0.022612	101.22	0.12869	liquid
233.00	45.750	16.093	0.062139	3.5292	3.8135	17.064	44.590	80.491	988.72	-0.021870	100.12	0.12785	liquid
234.00	45.750	16.043	0.062332	3.6089	3.8941	17.409	44.650	80.749	981.06	-0.021110	99.035	0.12701	liquid
235.00	45.750	15.993	0.062526	3.6889	3.9750	17.754	44.712	81.012	973.37	-0.020333	97.960	0.12618	liquid
236.00	45.750	15.943	0.062724	3.7692	4.0561	18.099	44.775	81.281	965.67	-0.019536	96.895	0.12535	liquid
237.00	45.750	15.892	0.062923	3.8497	4.1376	18.443	44.838	81.555	957.95	-0.018720	95.842	0.12452	liquid
238.00	45.750	15.841	0.063126	3.9305	4.2193	18.787	44.903	81.836	950.21	-0.017885	94.798	0.12369	liquid
239.00	45.750	15.790	0.063331	4.0115	4.3012	19.131	44.969	82.122	942.45	-0.017028	93.764	0.12286	liquid
240.00	45.750	15.738	0.063539	4.0928	4.3835	19.474	45.035	82.414	934.67	-0.016150	92.740	0.12204	liquid
241.00	45.750	15.686	0.063749	4.1744	4.4661	19.817	45.103	82.713	926.87	-0.015249	91.726	0.12122	liquid
242.00	45.750	15.634	0.063963	4.2563	4.5489	20.161	45.172	83.018	919.04	-0.014324	90.721	0.12040	liquid
243.00	45.750	15.581	0.064180	4.3385	4.6321	20.503	45.242	83.331	911.20	-0.013376	89.725	0.11958	liquid
244.00	45.750	15.528	0.064400	4.4210	4.7156	20.846	45.313	83.650	903.33	-0.012401	88.738	0.11876	liquid
245.00	45.750	15.474	0.064623	4.5038	4.7994	21.189	45.385	83.977	895.44	-0.011401	87.759	0.11795	liquid
246.00	45.750	15.420	0.064849	4.5869	4.8835	21.532	45.458	84.312	887.52	-0.010372	86.789	0.11713	liquid
247.00	45.750	15.366	0.065079	4.6703	4.9680	21.875	45.532	84.656	879.57	-0.0093150	85.827	0.11632	liquid
248.00	45.750	15.311	0.065312	4.7541	5.0529	22.217	45.607	85.008	871.60	-0.0082276	84.873	0.11551	liquid
249.00	45.750	15.256	0.065549	4.8382	5.1380	22.560	45.683	85.369	863.59	-0.0071086	83.926	0.11470	liquid
250.00	45.750	15.200	0.065790	4.9226	5.2236	22.903	45.761	85.739	855.56	-0.0059566	82.987	0.11390	liquid
251.00	45.750	15.144	0.066035	5.0074	5.3095	23.246	45.839	86.119	847.50	-0.0047701	82.056	0.11309	liquid
252.00	45.750	15.087	0.066284	5.0926	5.3958	23.589	45.919	86.510	839.40	-0.0035474	81.131	0.11229	liquid
253.00	45.750	15.029	0.066536	5.1781	5.4826	23.933	46.000	86.911	831.27	-0.0022866	80.213	0.11148	liquid
254.00	45.750	14.971	0.066794	5.2641	5.5697	24.276	46.082	87.324	823.10	-0.00098599	79.302	0.11068	liquid
255.00	45.750	14.913	0.067056	5.3504	5.6572	24.620	46.166	87.749	814.89	0.00035658	78.398	0.10988	liquid
256.00	45.750	14.854	0.067322	5.4372	5.7452	24.965	46.250	88.186	806.65	0.0017432	77.499	0.10908	liquid
257.00	45.750	14.794	0.067594	5.5243	5.8336	25.309	46.336	88.637	798.37	0.0031764	76.607	0.10828	liquid
258.00	45.750	14.734	0.067870	5.6119	5.9224	25.654	46.423	89.102	790.04	0.0046584	75.720	0.10748	liquid
259.00	45.750	14.673	0.068152	5.7000	6.0118	26.000	46.512	89.583	781.66	0.0061922	74.839	0.10668	liquid
260.00	45.750	14.611	0.068439	5.7885	6.1016	26.346	46.602	90.079	773.25	0.0077805	73.962	0.10589	liquid
261.00	45.750	14.549	0.068733	5.8775	6.1920	26.693	46.693	90.592	764.78	0.0094266	73.091	0.10509	liquid
262.00	45.750	14.486	0.069032	5.9670	6.2828	27.040	46.786	91.122	756.26	0.011134	72.225	0.10430	liquid
263.00	45.750	14.422	0.069337	6.0570	6.3742	27.389	46.880	91.672	747.68	0.012906	71.363	0.10350	liquid
264.00	45.750	14.358	0.069649	6.1475	6.4662	27.738	46.976	92.243	739.05	0.014747	70.506	0.10270	liquid
265.00	45.750	14.292	0.069968	6.2386	6.5587	28.087	47.073	92.835	730.36	0.016661	69.652	0.10191	liquid
266.00	45.750	14.226	0.070294	6.3302	6.6518	28.438	47.172	93.451	721.61	0.018653	68.802	0.10111	liquid
267.00	45.750	14.159	0.070628	6.4225	6.7456	28.790	47.273	94.091	712.79	0.020729	67.956	0.10032	liquid
268.00	45.750	14.091	0.070969	6.5153	6.8400	29.143	47.376	94.759	703.90	0.022893	67.112	0.099518	liquid
269.00	45.750	14.021	0.071319	6.6088	6.9351	29.497	47.480	95.455	694.94	0.025152	66.272	0.098720	liquid
270.00	45.750	13.951	0.071678	6.7030	7.0309	29.853	47.586	96.183	685.90	0.027514	65.434	0.097921	liquid
271.00	45.750	13.880	0.072046	6.7979	7.1275	30.210	47.695	96.945	676.77	0.029985	64.598	0.097121	liquid
272.00	45.750	13.807	0.072425	6.8935	7.2249	30.568	47.805	97.743	667.56	0.032574	63.763	0.096320	liquid
273.00	45.750	13.734	0.072813	6.9899	7.3230	30.929	47.918	98.582	658.26	0.035290	62.930	0.095517	liquid
274.00	45.750	13.659	0.073213	7.0871	7.4220	31.291	48.033	99.464	648.86	0.038144	62.098	0.094711	liquid
275.00	45.750	13.582	0.073625	7.1851	7.5220	31.655	48.151	100.39	639.35	0.041147	61.267	0.093904	liquid
276.00	45.750	13.505	0.074049	7.2841	7.6228	32.021	48.272	101.38	629.73	0.044312	60.435	0.093094	liquid
277.00	45.750	13.425	0.074487	7.3839	7.7247	32.389	48.395	102.42	619.99	0.047654	59.603	0.092280	liquid
278.00	45.750	13.344	0.074940	7.4848	7.8277	32.760	48.522	103.52	610.12	0.051189	58.770	0.091464	liquid
279.00	45.750	13.261	0.075408	7.5868	7.9318	33.134	48.652	104.70	600.12	0.054935	57.935	0.090643	liquid
280.00	45.750	13.176	0.075893	7.6899	8.0371	33.511	48.785	105.95	589.97	0.058913	57.098	0.089818	liquid
281.00	45.750	13.090	0.076396	7.7942	8.1437	33.891	48.923	107.29	579.66	0.063148	56.258	0.088989	liquid
282.00	45.750	13.001	0.076920	7.8998	8.2517	34.275	49.065	108.74	569.18	0.067666	55.413	0.088153	liquid
283.00	45.750	12.909	0.077464	8.0068	8.3612	34.662	49.212	110.29	558.51	0.072501	54.564	0.087312	liquid
284.00	45.750	12.815	0.078033	8.1154	8.4724	35.054	49.365	111.98	547.64	0.077688	53.709	0.086464	liquid
285.00	45.750	12.718	0.078627	8.2255	8.5852	35.451	49.524	113.81	536.56	0.083271	52.847	0.085609	liquid
286.00	45.750	12.618	0.079251	8.3375	8.7000	35.853	49.690	115.81	525.23	0.089299	51.977	0.084745	liquid
287.00	45.750	12.515	0.079906	8.4513	8.8169	36.261	49.863	118.00	513.64	0.095834	51.096	0.083872	liquid
288.00	45.750	12.407	0.080597	8.5674	8.9361	36.676	50.047	120.43	501.76	0.10295	50.204	0.082989	liquid
289.00	45.750	12.296	0.081328	8.6858	9.0579	37.098	50.240	123.12	489.57	0.11072	49.298	0.082094	liquid
290.00	45.750	12.180	0.082105	8.8068	9.1825	37.528	50.447	126.14	477.02	0.11927	48.377	0.081187	liquid
291.00	45.750	12.058	0.082934	8.9308	9.3103	37.968	50.669	129.55	464.07	0.12871	47.436	0.080267	liquid
292.00	45.750	11.930	0.083824	9.0582	9.4417	38.419	50.909	133.45	450.68	0.13921	46.473	0.079331	liquid
293.00	45.750	11.795	0.084785	9.1895	9.5774	38.883	51.172	137.94	436.78	0.15098	45.482	0.078379	liquid
294.00	45.750	11.651	0.085830	9.3252	9.7179	39.361	51.463	143.20	422.31	0.16428	44.460	0.077410	liquid
295.00	45.750	11.497	0.086976	9.4662	9.8641	39.858	51.791	149.45	407.15	0.17947	43.399	0.076424	liquid
296.00	45.750	11.332	0.088247	9.6135	10.017	40.376	52.167	157.05	391.18	0.19705	42.290	0.075420	liquid
297.00	45.750	11.151	0.089676	9.7685	10.179	40.921	52.607	166.55	374.24	0.21773	41.120	0.074403	liquid
298.00	45.750	10.951	0.091312	9.9335	10.351	41.501	53.139	178.86	356.06	0.24257	39.871	0.073382	liquid
299.00	45.750	10.726	0.093233	10.111	10.538	42.126	53.806	195.73	336.23	0.27336	38.516	0.072381	liquid
300.00	45.750	10.463	0.095575	10.308	10.745	42.819	54.687	220.92	314.07	0.31328	37.006	0.071462	liquid
301.00	45.750	10.140	0.098620	10.535	10.986	43.619	55.953	264.74	288.20	0.36921	35.244	0.070823	liquid
302.00	45.750	9.6917	0.10318	10.822	11.294	44.642	58.104	373.42	254.90	0.46141	32.955	0.071340	liquid
302.34	45.750	9.4744	0.10555	10.951	11.434	45.105	59.330	469.83	240.00	0.51267	31.904	0.072531	liquid
302.34	45.750	4.3352	0.23067	13.998	15.053	57.076	64.068	656.74	195.88	1.3663	15.153	0.056267	vapor
