Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
148.00	37.900	19.626	0.050953	-2.6624	-2.4692	-16.075	43.665	69.820	1609.8	-0.052411	286.76	0.20553	liquid
149.00	37.900	19.588	0.051051	-2.5929	-2.3994	-15.605	43.608	69.841	1602.5	-0.052284	282.10	0.20456	liquid
150.00	37.900	19.551	0.051149	-2.5234	-2.3296	-15.137	43.553	69.865	1595.2	-0.052152	277.57	0.20358	liquid
151.00	37.900	19.513	0.051247	-2.4539	-2.2597	-14.673	43.500	69.891	1587.9	-0.052016	273.15	0.20261	liquid
152.00	37.900	19.476	0.051346	-2.3844	-2.1898	-14.212	43.450	69.921	1580.7	-0.051876	268.86	0.20163	liquid
153.00	37.900	19.438	0.051445	-2.3148	-2.1198	-13.753	43.401	69.954	1573.4	-0.051730	264.67	0.20065	liquid
154.00	37.900	19.400	0.051545	-2.2452	-2.0499	-13.297	43.355	69.989	1566.1	-0.051580	260.59	0.19968	liquid
155.00	37.900	19.363	0.051646	-2.1756	-1.9799	-12.844	43.312	70.027	1558.8	-0.051426	256.62	0.19870	liquid
156.00	37.900	19.325	0.051747	-2.1059	-1.9098	-12.394	43.270	70.068	1551.5	-0.051267	252.74	0.19773	liquid
157.00	37.900	19.287	0.051849	-2.0362	-1.8397	-11.946	43.231	70.111	1544.2	-0.051104	248.96	0.19675	liquid
158.00	37.900	19.249	0.051951	-1.9665	-1.7696	-11.500	43.193	70.158	1536.9	-0.050936	245.27	0.19578	liquid
159.00	37.900	19.211	0.052054	-1.8967	-1.6994	-11.058	43.158	70.207	1529.6	-0.050763	241.67	0.19480	liquid
160.00	37.900	19.173	0.052157	-1.8269	-1.6292	-10.617	43.124	70.258	1522.3	-0.050586	238.15	0.19383	liquid
161.00	37.900	19.134	0.052262	-1.7570	-1.5589	-10.179	43.093	70.312	1515.0	-0.050404	234.72	0.19286	liquid
162.00	37.900	19.096	0.052366	-1.6870	-1.4886	-9.7439	43.064	70.369	1507.7	-0.050217	231.37	0.19188	liquid
163.00	37.900	19.058	0.052472	-1.6170	-1.4182	-9.3106	43.036	70.428	1500.4	-0.050026	228.09	0.19091	liquid
164.00	37.900	19.019	0.052578	-1.5470	-1.3477	-8.8797	43.010	70.490	1493.1	-0.049830	224.88	0.18994	liquid
165.00	37.900	18.981	0.052685	-1.4769	-1.2772	-8.4510	42.987	70.555	1485.8	-0.049630	221.75	0.18897	liquid
166.00	37.900	18.942	0.052792	-1.4067	-1.2066	-8.0245	42.965	70.621	1478.5	-0.049425	218.68	0.18800	liquid
167.00	37.900	18.904	0.052900	-1.3364	-1.1359	-7.6001	42.944	70.691	1471.2	-0.049215	215.68	0.18703	liquid
168.00	37.900	18.865	0.053009	-1.2661	-1.0652	-7.1779	42.926	70.763	1463.9	-0.049000	212.75	0.18606	liquid
169.00	37.900	18.826	0.053119	-1.1957	-0.99441	-6.7577	42.909	70.837	1456.6	-0.048781	209.88	0.18510	liquid
170.00	37.900	18.787	0.053229	-1.1253	-0.92353	-6.3395	42.894	70.913	1449.2	-0.048557	207.06	0.18413	liquid
171.00	37.900	18.748	0.053340	-1.0547	-0.85258	-5.9234	42.881	70.992	1441.9	-0.048327	204.31	0.18318	liquid
172.00	37.900	18.709	0.053451	-0.98413	-0.78155	-5.5092	42.869	71.074	1434.6	-0.048094	201.61	0.18222	liquid
173.00	37.900	18.669	0.053564	-0.91344	-0.71043	-5.0969	42.859	71.158	1427.3	-0.047855	198.97	0.18126	liquid
174.00	37.900	18.630	0.053677	-0.84266	-0.63923	-4.6866	42.850	71.244	1420.0	-0.047611	196.37	0.18030	liquid
175.00	37.900	18.591	0.053791	-0.77181	-0.56794	-4.2780	42.843	71.332	1412.6	-0.047362	193.83	0.17935	liquid
176.00	37.900	18.551	0.053906	-0.70087	-0.49656	-3.8713	42.838	71.423	1405.3	-0.047108	191.34	0.17839	liquid
177.00	37.900	18.511	0.054021	-0.62984	-0.42510	-3.4664	42.834	71.516	1398.0	-0.046849	188.90	0.17744	liquid
178.00	37.900	18.472	0.054137	-0.55871	-0.35353	-3.0632	42.832	71.611	1390.6	-0.046585	186.50	0.17649	liquid
179.00	37.900	18.432	0.054255	-0.48750	-0.28187	-2.6618	42.831	71.709	1383.3	-0.046316	184.15	0.17553	liquid
180.00	37.900	18.392	0.054372	-0.41618	-0.21011	-2.2620	42.831	71.809	1376.0	-0.046042	181.84	0.17458	liquid
181.00	37.900	18.352	0.054491	-0.34478	-0.13825	-1.8639	42.833	71.911	1368.6	-0.045762	179.57	0.17364	liquid
182.00	37.900	18.311	0.054611	-0.27327	-0.066290	-1.4674	42.836	72.016	1361.3	-0.045477	177.34	0.17269	liquid
183.00	37.900	18.271	0.054732	-0.20165	0.0057795	-1.0725	42.841	72.123	1353.9	-0.045186	175.16	0.17174	liquid
184.00	37.900	18.231	0.054853	-0.12994	0.077957	-0.67916	42.847	72.232	1346.6	-0.044890	173.01	0.17080	liquid
185.00	37.900	18.190	0.054975	-0.058112	0.15024	-0.28736	42.854	72.344	1339.2	-0.044589	170.90	0.16986	liquid
186.00	37.900	18.149	0.055099	0.013821	0.22264	0.10294	42.863	72.457	1331.9	-0.044281	168.82	0.16891	liquid
187.00	37.900	18.108	0.055223	0.085865	0.29516	0.49176	42.873	72.573	1324.5	-0.043968	166.78	0.16798	liquid
188.00	37.900	18.068	0.055348	0.15802	0.36779	0.87914	42.884	72.692	1317.1	-0.043650	164.78	0.16704	liquid
189.00	37.900	18.026	0.055474	0.23030	0.44054	1.2651	42.897	72.813	1309.8	-0.043325	162.81	0.16610	liquid
190.00	37.900	17.985	0.055601	0.30269	0.51342	1.6496	42.910	72.936	1302.4	-0.042994	160.87	0.16517	liquid
191.00	37.900	17.944	0.055729	0.37520	0.58642	2.0328	42.926	73.061	1295.0	-0.042657	158.96	0.16424	liquid
192.00	37.900	17.902	0.055858	0.44784	0.65954	2.4147	42.942	73.189	1287.6	-0.042314	157.09	0.16331	liquid
193.00	37.900	17.861	0.055988	0.52060	0.73279	2.7952	42.959	73.319	1280.2	-0.041965	155.24	0.16238	liquid
194.00	37.900	17.819	0.056120	0.59349	0.80618	3.1745	42.978	73.451	1272.8	-0.041609	153.43	0.16145	liquid
195.00	37.900	17.777	0.056252	0.66650	0.87970	3.5525	42.998	73.586	1265.4	-0.041247	151.64	0.16053	liquid
196.00	37.900	17.735	0.056385	0.73965	0.95335	3.9292	43.019	73.724	1258.0	-0.040878	149.88	0.15960	liquid
197.00	37.900	17.693	0.056520	0.81294	1.0271	4.3048	43.041	73.864	1250.6	-0.040502	148.14	0.15868	liquid
198.00	37.900	17.651	0.056655	0.88636	1.1011	4.6791	43.065	74.006	1243.2	-0.040119	146.43	0.15777	liquid
199.00	37.900	17.608	0.056792	0.95992	1.1752	5.0523	43.089	74.151	1235.8	-0.039729	144.75	0.15685	liquid
200.00	37.900	17.565	0.056930	1.0336	1.2494	5.4244	43.115	74.298	1228.4	-0.039332	143.10	0.15593	liquid
201.00	37.900	17.523	0.057069	1.1075	1.3238	5.7953	43.142	74.448	1221.0	-0.038928	141.46	0.15502	liquid
202.00	37.900	17.480	0.057210	1.1815	1.3983	6.1651	43.170	74.601	1213.5	-0.038515	139.85	0.15411	liquid
203.00	37.900	17.436	0.057351	1.2556	1.4730	6.5339	43.199	74.756	1206.1	-0.038096	138.27	0.15320	liquid
204.00	37.900	17.393	0.057494	1.3299	1.5478	6.9017	43.229	74.914	1198.6	-0.037668	136.70	0.15230	liquid
205.00	37.900	17.350	0.057638	1.4043	1.6228	7.2684	43.260	75.074	1191.2	-0.037232	135.16	0.15139	liquid
206.00	37.900	17.306	0.057784	1.4789	1.6979	7.6341	43.293	75.238	1183.7	-0.036788	133.64	0.15049	liquid
207.00	37.900	17.262	0.057931	1.5537	1.7733	7.9989	43.326	75.404	1176.2	-0.036336	132.14	0.14959	liquid
208.00	37.900	17.218	0.058079	1.6286	1.8488	8.3627	43.361	75.573	1168.8	-0.035875	130.66	0.14869	liquid
209.00	37.900	17.174	0.058228	1.7037	1.9244	8.7255	43.396	75.745	1161.3	-0.035405	129.20	0.14780	liquid
210.00	37.900	17.129	0.058379	1.7790	2.0002	9.0875	43.433	75.919	1153.8	-0.034926	127.76	0.14690	liquid
211.00	37.900	17.085	0.058532	1.8544	2.0762	9.4486	43.471	76.097	1146.3	-0.034437	126.34	0.14601	liquid
212.00	37.900	17.040	0.058686	1.9300	2.1524	9.8088	43.509	76.278	1138.8	-0.033939	124.94	0.14512	liquid
213.00	37.900	16.995	0.058841	2.0058	2.2288	10.168	43.549	76.462	1131.2	-0.033431	123.55	0.14423	liquid
214.00	37.900	16.950	0.058998	2.0818	2.3054	10.527	43.590	76.649	1123.7	-0.032913	122.19	0.14335	liquid
215.00	37.900	16.904	0.059157	2.1579	2.3821	10.885	43.632	76.840	1116.2	-0.032385	120.84	0.14246	liquid
216.00	37.900	16.859	0.059317	2.2342	2.4590	11.242	43.675	77.034	1108.6	-0.031846	119.50	0.14158	liquid
217.00	37.900	16.813	0.059479	2.3108	2.5362	11.598	43.719	77.231	1101.1	-0.031296	118.19	0.14070	liquid
218.00	37.900	16.767	0.059643	2.3875	2.6135	11.953	43.763	77.432	1093.5	-0.030735	116.89	0.13983	liquid
219.00	37.900	16.720	0.059808	2.4644	2.6910	12.308	43.809	77.636	1085.9	-0.030162	115.60	0.13895	liquid
220.00	37.900	16.674	0.059975	2.5415	2.7688	12.662	43.856	77.844	1078.3	-0.029576	114.33	0.13808	liquid
221.00	37.900	16.627	0.060144	2.6188	2.8467	13.016	43.904	78.056	1070.7	-0.028979	113.08	0.13721	liquid
222.00	37.900	16.580	0.060314	2.6963	2.9249	13.369	43.953	78.272	1063.1	-0.028369	111.84	0.13634	liquid
223.00	37.900	16.532	0.060487	2.7740	3.0033	13.721	44.003	78.491	1055.5	-0.027746	110.61	0.13548	liquid
224.00	37.900	16.485	0.060662	2.8520	3.0819	14.073	44.054	78.715	1047.8	-0.027109	109.40	0.13461	liquid
225.00	37.900	16.437	0.060838	2.9301	3.1607	14.424	44.106	78.943	1040.1	-0.026458	108.20	0.13375	liquid
226.00	37.900	16.389	0.061017	3.0085	3.2398	14.774	44.159	79.175	1032.5	-0.025792	107.02	0.13289	liquid
227.00	37.900	16.341	0.061197	3.0871	3.3191	15.125	44.213	79.412	1024.8	-0.025112	105.84	0.13203	liquid
228.00	37.900	16.292	0.061380	3.1660	3.3986	15.474	44.268	79.654	1017.1	-0.024416	104.69	0.13118	liquid
229.00	37.900	16.243	0.061565	3.2450	3.4784	15.823	44.324	79.900	1009.4	-0.023704	103.54	0.13033	liquid
230.00	37.900	16.194	0.061753	3.3244	3.5584	16.172	44.381	80.151	1001.6	-0.022976	102.40	0.12947	liquid
231.00	37.900	16.144	0.061942	3.4039	3.6387	16.520	44.440	80.407	993.86	-0.022230	101.28	0.12862	liquid
232.00	37.900	16.094	0.062134	3.4837	3.7192	16.868	44.499	80.668	986.08	-0.021467	100.17	0.12778	liquid
233.00	37.900	16.044	0.062329	3.5638	3.8000	17.216	44.559	80.935	978.29	-0.020685	99.070	0.12693	liquid
234.00	37.900	15.993	0.062525	3.6441	3.8811	17.563	44.620	81.207	970.48	-0.019884	97.981	0.12609	liquid
235.00	37.900	15.943	0.062725	3.7247	3.9624	17.910	44.682	81.486	962.64	-0.019063	96.903	0.12525	liquid
236.00	37.900	15.891	0.062927	3.8056	4.0441	18.256	44.745	81.770	954.79	-0.018221	95.836	0.12441	liquid
237.00	37.900	15.840	0.063132	3.8867	4.1260	18.603	44.810	82.061	946.91	-0.017358	94.779	0.12357	liquid
238.00	37.900	15.788	0.063340	3.9681	4.2082	18.949	44.875	82.358	939.01	-0.016473	93.732	0.12273	liquid
239.00	37.900	15.736	0.063550	4.0498	4.2907	19.295	44.941	82.661	931.09	-0.015565	92.694	0.12190	liquid
240.00	37.900	15.683	0.063764	4.1318	4.3735	19.641	45.009	82.972	923.14	-0.014632	91.666	0.12106	liquid
241.00	37.900	15.630	0.063981	4.2141	4.4566	19.986	45.077	83.291	915.17	-0.013674	90.648	0.12023	liquid
242.00	37.900	15.576	0.064200	4.2968	4.5401	20.332	45.147	83.616	907.17	-0.012689	89.638	0.11940	liquid
243.00	37.900	15.522	0.064423	4.3797	4.6239	20.677	45.218	83.950	899.14	-0.011678	88.637	0.11857	liquid
244.00	37.900	15.468	0.064650	4.4630	4.7080	21.023	45.289	84.293	891.08	-0.010637	87.645	0.11775	liquid
245.00	37.900	15.413	0.064880	4.5466	4.7925	21.368	45.362	84.644	882.99	-0.0095665	86.661	0.11692	liquid
246.00	37.900	15.358	0.065114	4.6305	4.8773	21.714	45.436	85.004	874.87	-0.0084647	85.685	0.11610	liquid
247.00	37.900	15.302	0.065351	4.7148	4.9625	22.059	45.512	85.374	866.72	-0.0073299	84.717	0.11528	liquid
248.00	37.900	15.246	0.065592	4.7994	5.0480	22.405	45.588	85.753	858.53	-0.0061608	83.757	0.11445	liquid
249.00	37.900	15.189	0.065837	4.8845	5.1340	22.751	45.665	86.144	850.31	-0.0049555	82.804	0.11363	liquid
250.00	37.900	15.132	0.066087	4.9699	5.2203	23.097	45.744	86.545	842.05	-0.0037124	81.858	0.11282	liquid
251.00	37.900	15.074	0.066340	5.0556	5.3071	23.443	45.824	86.959	833.75	-0.0024294	80.919	0.11200	liquid
252.00	37.900	15.015	0.066598	5.1418	5.3942	23.790	45.905	87.384	825.41	-0.0011045	79.987	0.11118	liquid
253.00	37.900	14.956	0.066861	5.2284	5.4818	24.137	45.988	87.823	817.03	0.00026454	79.061	0.11036	liquid
254.00	37.900	14.897	0.067129	5.3155	5.5699	24.484	46.072	88.275	808.60	0.0016801	78.141	0.10955	liquid
255.00	37.900	14.836	0.067402	5.4030	5.6584	24.832	46.157	88.742	800.13	0.0031447	77.228	0.10873	liquid
256.00	37.900	14.776	0.067679	5.4909	5.7474	25.180	46.244	89.225	791.61	0.0046612	76.320	0.10792	liquid
257.00	37.900	14.714	0.067963	5.5793	5.8369	25.529	46.331	89.724	783.03	0.0062326	75.417	0.10711	liquid
258.00	37.900	14.652	0.068252	5.6682	5.9268	25.878	46.421	90.240	774.41	0.0078620	74.520	0.10629	liquid
259.00	37.900	14.589	0.068547	5.7576	6.0173	26.229	46.512	90.775	765.72	0.0095531	73.627	0.10548	liquid
260.00	37.900	14.525	0.068848	5.8475	6.1084	26.579	46.604	91.330	756.98	0.011310	72.739	0.10467	liquid
261.00	37.900	14.460	0.069156	5.9379	6.2000	26.931	46.698	91.906	748.17	0.013136	71.856	0.10385	liquid
262.00	37.900	14.395	0.069471	6.0289	6.2922	27.284	46.794	92.504	739.30	0.015036	70.976	0.10304	liquid
263.00	37.900	14.328	0.069793	6.1205	6.3850	27.637	46.891	93.128	730.36	0.017016	70.101	0.10222	liquid
264.00	37.900	14.261	0.070122	6.2127	6.4785	27.992	46.990	93.777	721.34	0.019080	69.228	0.10141	liquid
265.00	37.900	14.193	0.070460	6.3055	6.5726	28.348	47.091	94.455	712.25	0.021234	68.359	0.10059	liquid
266.00	37.900	14.123	0.070806	6.3990	6.6674	28.705	47.194	95.163	703.08	0.023486	67.493	0.099775	liquid
267.00	37.900	14.053	0.071160	6.4932	6.7629	29.063	47.299	95.905	693.81	0.025842	66.629	0.098957	liquid
268.00	37.900	13.981	0.071524	6.5881	6.8592	29.423	47.406	96.682	684.46	0.028311	65.767	0.098136	liquid
269.00	37.900	13.908	0.071899	6.6838	6.9563	29.785	47.515	97.499	675.01	0.030902	64.906	0.097314	liquid
270.00	37.900	13.834	0.072283	6.7803	7.0542	30.148	47.627	98.358	665.45	0.033623	64.047	0.096490	liquid
271.00	37.900	13.759	0.072679	6.8776	7.1530	30.514	47.741	99.265	655.78	0.036488	63.188	0.095664	liquid
272.00	37.900	13.682	0.073087	6.9758	7.2528	30.881	47.858	100.22	646.00	0.039508	62.330	0.094834	liquid
273.00	37.900	13.604	0.073508	7.0749	7.3535	31.251	47.978	101.24	636.08	0.042697	61.471	0.094001	liquid
274.00	37.900	13.524	0.073943	7.1750	7.4553	31.623	48.101	102.32	626.03	0.046071	60.611	0.093164	liquid
275.00	37.900	13.442	0.074392	7.2762	7.5582	31.997	48.227	103.47	615.83	0.049650	59.750	0.092323	liquid
276.00	37.900	13.359	0.074858	7.3785	7.6622	32.375	48.357	104.70	605.47	0.053453	58.886	0.091478	liquid
277.00	37.900	13.273	0.075341	7.4820	7.7676	32.756	48.491	106.01	594.93	0.057504	58.019	0.090627	liquid
278.00	37.900	13.185	0.075842	7.5869	7.8743	33.141	48.629	107.43	584.21	0.061832	57.148	0.089770	liquid
279.00	37.900	13.095	0.076365	7.6931	7.9825	33.529	48.772	108.96	573.29	0.066468	56.272	0.088907	liquid
280.00	37.900	13.002	0.076910	7.8008	8.0923	33.922	48.921	110.63	562.14	0.071450	55.390	0.088036	liquid
281.00	37.900	12.907	0.077480	7.9101	8.2038	34.320	49.075	112.44	550.74	0.076823	54.501	0.087156	liquid
282.00	37.900	12.808	0.078077	8.0213	8.3172	34.723	49.237	114.43	539.08	0.082640	53.602	0.086268	liquid
283.00	37.900	12.706	0.078705	8.1344	8.4327	35.131	49.406	116.62	527.11	0.088963	52.693	0.085369	liquid
284.00	37.900	12.600	0.079368	8.2497	8.5505	35.547	49.585	119.06	514.80	0.095872	51.771	0.084459	liquid
285.00	37.900	12.489	0.080070	8.3675	8.6709	35.970	49.775	121.79	502.12	0.10346	50.834	0.083535	liquid
286.00	37.900	12.374	0.080816	8.4879	8.7942	36.402	49.977	124.87	489.00	0.11184	49.879	0.082597	liquid
287.00	37.900	12.253	0.081614	8.6115	8.9208	36.844	50.196	128.39	475.40	0.12117	48.903	0.081643	liquid
288.00	37.900	12.125	0.082472	8.7386	9.0512	37.297	50.434	132.46	461.23	0.13165	47.901	0.080671	liquid
289.00	37.900	11.990	0.083402	8.8699	9.1860	37.764	50.696	137.24	446.40	0.14351	46.867	0.079680	liquid
290.00	37.900	11.846	0.084418	9.0060	9.3260	38.248	50.990	142.96	430.77	0.15712	45.795	0.078667	liquid
291.00	37.900	11.690	0.085541	9.1481	9.4723	38.752	51.325	149.95	414.17	0.17296	44.674	0.077632	liquid
292.00	37.900	11.521	0.086800	9.2975	9.6265	39.281	51.719	158.80	396.36	0.19175	43.491	0.076575	liquid
293.00	37.900	11.333	0.088239	9.4564	9.7908	39.843	52.197	170.46	376.96	0.21463	42.225	0.075503	liquid
293.44	37.900	11.242	0.088954	9.5309	9.8680	40.106	52.446	177.00	367.69	0.22657	41.627	0.075025	liquid
293.44	37.900	2.9036	0.34440	14.684	15.990	60.967	57.446	190.97	210.84	1.5999	12.237	0.035623	vapor
294.00	37.900	2.8523	0.35059	14.763	16.092	61.315	56.854	177.62	212.91	1.5832	12.176	0.034901	vapor
295.00	37.900	2.7719	0.36076	14.893	16.260	61.886	55.970	159.83	216.29	1.5544	12.085	0.033893	vapor
296.00	37.900	2.7028	0.36998	15.011	16.413	62.405	55.258	147.02	219.34	1.5270	12.013	0.033132	vapor
297.00	37.900	2.6420	0.37849	15.121	16.555	62.883	54.672	137.29	222.15	1.5008	11.956	0.032537	vapor
298.00	37.900	2.5877	0.38645	15.224	16.688	63.331	54.182	129.60	224.75	1.4758	11.909	0.032060	vapor
299.00	37.900	2.5384	0.39395	15.322	16.815	63.755	53.767	123.35	227.19	1.4518	11.870	0.031669	vapor
300.00	37.900	2.4932	0.40108	15.415	16.936	64.158	53.415	118.16	229.49	1.4287	11.837	0.031346	vapor
301.00	37.900	2.4516	0.40790	15.506	17.051	64.543	53.113	113.78	231.67	1.4065	11.811	0.031076	vapor
302.00	37.900	2.4129	0.41444	15.593	17.163	64.914	52.853	110.02	233.75	1.3850	11.789	0.030850	vapor
303.00	37.900	2.3767	0.42075	15.677	17.272	65.273	52.630	106.76	235.75	1.3643	11.771	0.030658	vapor
304.00	37.900	2.3428	0.42684	15.759	17.377	65.620	52.437	103.91	237.67	1.3443	11.756	0.030497	vapor
305.00	37.900	2.3108	0.43275	15.839	17.480	65.957	52.272	101.39	239.51	1.3249	11.745	0.030361	vapor
306.00	37.900	2.2805	0.43849	15.918	17.580	66.285	52.129	99.141	241.30	1.3061	11.735	0.030246	vapor
307.00	37.900	2.2518	0.44408	15.995	17.678	66.605	52.007	97.131	243.02	1.2879	11.729	0.030151	vapor
308.00	37.900	2.2245	0.44954	16.070	17.774	66.918	51.903	95.320	244.70	1.2702	11.724	0.030072	vapor
309.00	37.900	2.1984	0.45487	16.145	17.869	67.224	51.815	93.681	246.32	1.2530	11.721	0.030008	vapor
310.00	37.900	2.1735	0.46008	16.218	17.962	67.524	51.741	92.191	247.90	1.2362	11.720	0.029956	vapor
311.00	37.900	2.1496	0.46519	16.290	18.053	67.819	51.680	90.831	249.45	1.2199	11.721	0.029917	vapor
312.00	37.900	2.1267	0.47020	16.361	18.143	68.109	51.631	89.585	250.95	1.2041	11.722	0.029888	vapor
313.00	37.900	2.1047	0.47512	16.432	18.232	68.393	51.592	88.441	252.41	1.1886	11.725	0.029868	vapor
314.00	37.900	2.0835	0.47996	16.501	18.320	68.674	51.562	87.385	253.85	1.1735	11.730	0.029857	vapor
315.00	37.900	2.0631	0.48471	16.570	18.407	68.950	51.541	86.411	255.25	1.1588	11.735	0.029853	vapor
316.00	37.900	2.0433	0.48940	16.638	18.493	69.223	51.528	85.508	256.63	1.1444	11.741	0.029857	vapor
317.00	37.900	2.0243	0.49401	16.706	18.578	69.491	51.523	84.670	257.97	1.1304	11.748	0.029868	vapor
318.00	37.900	2.0058	0.49855	16.773	18.662	69.757	51.524	83.890	259.29	1.1167	11.756	0.029885	vapor
319.00	37.900	1.9879	0.50304	16.839	18.746	70.019	51.531	83.164	260.59	1.1033	11.765	0.029907	vapor
320.00	37.900	1.9706	0.50746	16.905	18.829	70.278	51.544	82.486	261.86	1.0903	11.775	0.029935	vapor
321.00	37.900	1.9538	0.51183	16.971	18.911	70.535	51.561	81.853	263.11	1.0775	11.785	0.029968	vapor
322.00	37.900	1.9374	0.51614	17.036	18.992	70.788	51.584	81.260	264.34	1.0649	11.795	0.030005	vapor
323.00	37.900	1.9216	0.52041	17.101	19.073	71.039	51.612	80.705	265.55	1.0527	11.807	0.030047	vapor
324.00	37.900	1.9061	0.52463	17.166	19.154	71.288	51.643	80.184	266.74	1.0407	11.819	0.030092	vapor
325.00	37.900	1.8911	0.52880	17.230	19.234	71.534	51.679	79.694	267.91	1.0289	11.831	0.030142	vapor
326.00	37.900	1.8764	0.53293	17.293	19.313	71.779	51.718	79.234	269.06	1.0174	11.844	0.030195	vapor
327.00	37.900	1.8621	0.53702	17.357	19.392	72.021	51.760	78.802	270.20	1.0061	11.858	0.030252	vapor
328.00	37.900	1.8482	0.54106	17.420	19.471	72.260	51.806	78.394	271.32	0.99498	11.872	0.030312	vapor
329.00	37.900	1.8346	0.54507	17.483	19.549	72.499	51.855	78.010	272.43	0.98412	11.886	0.030374	vapor
330.00	37.900	1.8213	0.54904	17.546	19.627	72.735	51.907	77.649	273.52	0.97346	11.901	0.030440	vapor
331.00	37.900	1.8084	0.55298	17.609	19.704	72.969	51.962	77.307	274.59	0.96300	11.916	0.030509	vapor
332.00	37.900	1.7957	0.55688	17.671	19.782	73.202	52.019	76.986	275.66	0.95273	11.931	0.030580	vapor
333.00	37.900	1.7833	0.56075	17.733	19.858	73.433	52.078	76.682	276.70	0.94266	11.947	0.030654	vapor
334.00	37.900	1.7712	0.56459	17.795	19.935	73.662	52.140	76.395	277.74	0.93276	11.963	0.030730	vapor
335.00	37.900	1.7593	0.56840	17.857	20.011	73.890	52.204	76.124	278.76	0.92305	11.979	0.030809	vapor
336.00	37.900	1.7477	0.57218	17.919	20.087	74.117	52.270	75.868	279.77	0.91350	11.996	0.030890	vapor
337.00	37.900	1.7363	0.57593	17.980	20.163	74.342	52.338	75.627	280.77	0.90412	12.013	0.030972	vapor
338.00	37.900	1.7252	0.57966	18.041	20.238	74.566	52.408	75.399	281.76	0.89490	12.030	0.031057	vapor
339.00	37.900	1.7142	0.58336	18.103	20.314	74.788	52.480	75.183	282.74	0.88584	12.047	0.031144	vapor
340.00	37.900	1.7035	0.58703	18.164	20.389	75.009	52.553	74.980	283.71	0.87693	12.065	0.031233	vapor
341.00	37.900	1.6930	0.59068	18.225	20.464	75.229	52.628	74.787	284.67	0.86817	12.083	0.031324	vapor
342.00	37.900	1.6826	0.59430	18.286	20.538	75.448	52.705	74.606	285.61	0.85956	12.101	0.031416	vapor
343.00	37.900	1.6725	0.59790	18.347	20.613	75.666	52.783	74.435	286.55	0.85108	12.119	0.031511	vapor
344.00	37.900	1.6626	0.60148	18.408	20.687	75.882	52.863	74.274	287.48	0.84274	12.138	0.031607	vapor
345.00	37.900	1.6528	0.60504	18.468	20.761	76.097	52.944	74.122	288.40	0.83454	12.156	0.031704	vapor
346.00	37.900	1.6432	0.60858	18.529	20.835	76.312	53.026	73.978	289.31	0.82647	12.175	0.031803	vapor
347.00	37.900	1.6337	0.61209	18.590	20.909	76.525	53.109	73.844	290.21	0.81852	12.194	0.031904	vapor
348.00	37.900	1.6245	0.61559	18.650	20.983	76.737	53.194	73.717	291.10	0.81070	12.213	0.032006	vapor
349.00	37.900	1.6153	0.61907	18.711	21.057	76.949	53.280	73.598	291.99	0.80300	12.233	0.032109	vapor
350.00	37.900	1.6064	0.62252	18.771	21.130	77.159	53.367	73.486	292.86	0.79542	12.252	0.032214	vapor
351.00	37.900	1.5975	0.62596	18.831	21.204	77.369	53.455	73.381	293.73	0.78795	12.272	0.032320	vapor
352.00	37.900	1.5889	0.62938	18.892	21.277	77.577	53.544	73.283	294.60	0.78059	12.292	0.032427	vapor
353.00	37.900	1.5803	0.63279	18.952	21.350	77.785	53.634	73.191	295.45	0.77335	12.312	0.032536	vapor
354.00	37.900	1.5719	0.63618	19.012	21.424	77.992	53.726	73.106	296.30	0.76621	12.332	0.032646	vapor
355.00	37.900	1.5636	0.63955	19.073	21.497	78.198	53.818	73.026	297.14	0.75918	12.352	0.032757	vapor
356.00	37.900	1.5554	0.64290	19.133	21.570	78.403	53.911	72.952	297.97	0.75225	12.372	0.032869	vapor
357.00	37.900	1.5474	0.64624	19.193	21.642	78.608	54.004	72.884	298.80	0.74542	12.392	0.032983	vapor
358.00	37.900	1.5395	0.64957	19.253	21.715	78.812	54.099	72.820	299.62	0.73868	12.413	0.033097	vapor
359.00	37.900	1.5317	0.65288	19.314	21.788	79.015	54.195	72.762	300.43	0.73205	12.434	0.033213	vapor
360.00	37.900	1.5240	0.65617	19.374	21.861	79.217	54.291	72.708	301.24	0.72550	12.454	0.033330	vapor
361.00	37.900	1.5164	0.65945	19.434	21.934	79.419	54.388	72.660	302.04	0.71905	12.475	0.033447	vapor
362.00	37.900	1.5089	0.66272	19.494	22.006	79.620	54.486	72.615	302.84	0.71269	12.496	0.033566	vapor
363.00	37.900	1.5016	0.66597	19.555	22.079	79.820	54.584	72.575	303.63	0.70642	12.517	0.033686	vapor
364.00	37.900	1.4943	0.66921	19.615	22.151	80.019	54.684	72.539	304.41	0.70023	12.538	0.033807	vapor
365.00	37.900	1.4871	0.67244	19.675	22.224	80.218	54.783	72.507	305.19	0.69413	12.559	0.033929	vapor
366.00	37.900	1.4800	0.67566	19.736	22.296	80.417	54.884	72.479	305.96	0.68811	12.581	0.034051	vapor
367.00	37.900	1.4731	0.67886	19.796	22.369	80.615	54.985	72.455	306.73	0.68218	12.602	0.034175	vapor
